lon,lat,FIV3(0.1)-0.02,FIV3(0.1)-0.1,FIV3(1.0)-0.02,FIV3(1.0)-0.1
-122.45470,37.42805,6.010301E+01,3.125161E+01,3.640847E+02,1.652685E+02
-122.45470,37.43705,6.055524E+01,3.033712E+01,3.428692E+02,1.693269E+02
-122.45469,37.44604,6.135970E+01,3.129220E+01,3.735786E+02,1.701239E+02
-122.45468,37.45503,6.210082E+01,3.089103E+01,3.256575E+02,1.671880E+02
-122.45468,37.46403,5.857363E+01,3.097815E+01,3.898002E+02,1.740214E+02
-122.45467,37.47302,5.959454E+01,3.161842E+01,3.502272E+02,1.755094E+02
-122.45467,37.48201,6.392531E+01,3.217222E+01,3.511115E+02,1.760139E+02
-122.45466,37.49101,5.745888E+01,3.194162E+01,3.517769E+02,1.797340E+02
-122.45466,37.50000,5.882582E+01,3.321975E+01,3.689840E+02,1.828360E+02
-122.44369,37.00537,2.953923E+01,1.685653E+01,1.729230E+02,9.714409E+01
-122.44369,37.01437,2.978482E+01,1.736458E+01,1.593373E+02,9.024357E+01
-122.44368,37.02336,2.988270E+01,1.792351E+01,1.648176E+02,8.872772E+01
-122.44367,37.03235,3.064933E+01,1.738633E+01,1.588892E+02,9.484492E+01
-122.44367,37.04135,2.978482E+01,1.853717E+01,1.530557E+02,9.077691E+01
-122.44366,37.05034,2.941984E+01,1.731903E+01,1.720152E+02,9.273258E+01
-122.44365,37.05933,3.029915E+01,1.787993E+01,1.564957E+02,9.026765E+01
-122.44365,37.06833,3.093398E+01,1.869744E+01,1.733061E+02,9.756002E+01
-122.44364,37.07732,3.394278E+01,1.948491E+01,1.604229E+02,9.813965E+01
-122.44363,37.08631,3.047698E+01,1.869610E+01,1.690382E+02,9.560847E+01
-122.44363,37.09531,3.140738E+01,1.850733E+01,1.627622E+02,9.752584E+01
-122.44362,37.10430,3.385053E+01,1.910286E+01,1.872841E+02,1.077907E+02
-122.44361,37.11329,3.293575E+01,1.983663E+01,2.006738E+02,1.037946E+02
-122.44361,37.12228,3.214457E+01,1.916331E+01,1.871080E+02,1.029089E+02
-122.44360,37.13128,3.411899E+01,1.991288E+01,1.899439E+02,1.066734E+02
-122.44359,37.14027,3.366761E+01,2.029724E+01,1.907007E+02,1.029539E+02
-122.44359,37.14926,3.732245E+01,2.079257E+01,1.989285E+02,1.082152E+02
-122.44358,37.15826,3.608862E+01,1.984945E+01,2.059049E+02,1.100012E+02
-122.44357,37.16725,3.511486E+01,1.999288E+01,1.997408E+02,1.117858E+02
-122.44357,37.17624,3.603790E+01,2.040164E+01,1.986571E+02,1.115362E+02
-122.44356,37.18524,3.425620E+01,2.095142E+01,1.947868E+02,1.096567E+02
-122.44355,37.19423,3.559102E+01,2.118644E+01,2.251103E+02,1.199259E+02
-122.44355,37.20322,3.827791E+01,2.209115E+01,2.118897E+02,1.104828E+02
-122.44354,37.21222,3.906218E+01,2.171295E+01,2.128646E+02,1.136868E+02
-122.44353,37.22121,3.811288E+01,2.161990E+01,2.304453E+02,1.188590E+02
-122.44352,37.23020,4.089917E+01,2.157744E+01,2.344461E+02,1.222260E+02
-122.44352,37.23920,3.789677E+01,2.204633E+01,2.372653E+02,1.213081E+02
-122.44351,37.24819,4.450171E+01,2.305239E+01,2.397631E+02,1.178584E+02
-122.44350,37.25718,4.588345E+01,2.318719E+01,2.359091E+02,1.229544E+02
-122.44350,37.26618,4.235504E+01,2.243119E+01,2.675902E+02,1.261163E+02
-122.44349,37.27517,4.525931E+01,2.337642E+01,2.650517E+02,1.266893E+02
-122.44348,37.28416,4.542038E+01,2.345227E+01,2.769052E+02,1.296352E+02
-122.44348,37.29316,4.803795E+01,2.442776E+01,2.761328E+02,1.281326E+02
-122.44347,37.30215,4.989746E+01,2.493163E+01,2.575118E+02,1.311665E+02
-122.44346,37.31114,5.123615E+01,2.573003E+01,2.834347E+02,1.315414E+02
-122.44346,37.32014,4.838034E+01,2.554921E+01,2.757023E+02,1.340570E+02
-122.44345,37.32913,5.297594E+01,2.566011E+01,3.118070E+02,1.422310E+02
-122.44344,37.33812,4.913948E+01,2.594094E+01,2.996631E+02,1.463998E+02
-122.44344,37.34712,4.856281E+01,2.634508E+01,3.129136E+02,1.405618E+02
-122.44343,37.35611,5.468453E+01,2.724394E+01,3.222317E+02,1.448480E+02
-122.44342,37.36510,5.237305E+01,2.675350E+01,3.178178E+02,1.523993E+02
-122.44342,37.37409,5.641826E+01,2.703216E+01,3.202918E+02,1.498475E+02
-122.44341,37.38309,5.641826E+01,2.939039E+01,3.477878E+02,1.496276E+02
-122.44340,37.39208,6.218742E+01,2.809374E+01,3.623550E+02,1.530877E+02
-122.44340,37.40107,6.339671E+01,3.043545E+01,3.310681E+02,1.540049E+02
-122.44339,37.41007,6.116690E+01,3.166209E+01,3.559932E+02,1.651556E+02
-122.44338,37.41906,5.836954E+01,3.091306E+01,3.823700E+02,1.730087E+02
-122.44338,37.42805,5.815368E+01,3.068736E+01,3.618563E+02,1.662468E+02
-122.44337,37.43705,6.234780E+01,3.044740E+01,3.977614E+02,1.675628E+02
-122.44336,37.44604,6.197867E+01,3.277695E+01,4.000000E+02,1.737861E+02
-122.44336,37.45503,5.954803E+01,3.142995E+01,3.534365E+02,1.751956E+02
-122.44335,37.46403,6.119554E+01,3.258481E+01,3.861506E+02,1.759338E+02
-122.44334,37.47302,5.853090E+01,3.113155E+01,3.828898E+02,1.880152E+02
-122.44334,37.48201,6.000389E+01,3.266591E+01,3.444104E+02,1.714885E+02
-122.44333,37.49101,6.630114E+01,3.262601E+01,3.445280E+02,1.817442E+02
-122.44332,37.50000,5.717113E+01,3.271788E+01,3.606226E+02,1.855212E+02
-122.43243,37.00537,2.947839E+01,1.800792E+01,1.665234E+02,9.524442E+01
-122.43242,37.01437,2.965334E+01,1.798222E+01,1.757547E+02,9.280075E+01
-122.43241,37.02336,3.207968E+01,1.806677E+01,1.764436E+02,9.584829E+01
-122.43241,37.03235,3.093398E+01,1.779137E+01,1.585488E+02,8.827651E+01
-122.43240,37.04135,3.032999E+01,1.761209E+01,1.755329E+02,9.584643E+01
-122.43239,37.05034,3.016889E+01,1.806133E+01,1.762340E+02,9.971433E+01
-122.43238,37.05933,3.047698E+01,1.789446E+01,1.651239E+02,9.370122E+01
-122.43237,37.06833,3.214457E+01,1.837020E+01,1.775364E+02,1.005550E+02
-122.43237,37.07732,3.362900E+01,1.907190E+01,1.779634E+02,9.933270E+01
-122.43236,37.08631,3.127566E+01,1.894983E+01,1.747031E+02,1.038380E+02
-122.43235,37.09531,3.218755E+01,1.968377E+01,1.868763E+02,1.007679E+02
-122.43234,37.10430,3.435389E+01,2.002916E+01,1.904799E+02,1.061826E+02
-122.43233,37.11329,3.497897E+01,2.016897E+01,1.923451E+02,1.052711E+02
-122.43233,37.12228,3.546229E+01,1.956507E+01,2.071223E+02,1.062116E+02
-122.43232,37.13128,3.563425E+01,2.024894E+01,1.893298E+02,1.060923E+02
-122.43231,37.14027,3.468381E+01,1.980248E+01,2.101965E+02,1.120671E+02
-122.43230,37.14926,3.645715E+01,2.062825E+01,1.769675E+02,1.036499E+02
-122.43229,37.15826,3.537143E+01,2.110267E+01,1.915337E+02,1.091460E+02
-122.43229,37.16725,3.922665E+01,2.108425E+01,1.980877E+02,1.065790E+02
-122.43228,37.17624,3.607082E+01,2.096448E+01,2.059049E+02,1.100012E+02
-122.43227,37.18524,3.559102E+01,2.108096E+01,2.266808E+02,1.105824E+02
-122.43226,37.19423,3.877906E+01,2.160914E+01,2.006738E+02,1.080280E+02
-122.43225,37.20322,4.309397E+01,2.244409E+01,2.219301E+02,1.134696E+02
-122.43225,37.21222,3.887124E+01,2.251130E+01,2.229568E+02,1.129263E+02
-122.43224,37.22121,4.412273E+01,2.371564E+01,2.245998E+02,1.185241E+02
-122.43223,37.23020,4.363639E+01,2.282539E+01,2.573590E+02,1.232798E+02
-122.43222,37.23920,4.216192E+01,2.292596E+01,2.310357E+02,1.213632E+02
-122.43221,37.24819,4.680031E+01,2.265246E+01,2.617762E+02,1.220288E+02
-122.43221,37.25718,4.561276E+01,2.275312E+01,2.675902E+02,1.307567E+02
-122.43220,37.26618,4.415592E+01,2.363613E+01,2.468419E+02,1.254797E+02
-122.43219,37.27517,4.745146E+01,2.414815E+01,2.863634E+02,1.298392E+02
-122.43218,37.28416,4.781430E+01,2.502925E+01,2.810423E+02,1.323238E+02
-122.43217,37.29316,5.120712E+01,2.603645E+01,2.726915E+02,1.315600E+02
-122.43217,37.30215,5.002881E+01,2.497157E+01,2.985151E+02,1.364617E+02
-122.43216,37.31114,5.065339E+01,2.556511E+01,3.014334E+02,1.336400E+02
-122.43215,37.32014,5.242266E+01,2.602040E+01,3.119736E+02,1.396107E+02
-122.43214,37.32913,5.480228E+01,2.762056E+01,3.070584E+02,1.397729E+02
-122.43213,37.33812,5.639095E+01,2.792847E+01,3.291701E+02,1.509673E+02
-122.43212,37.34712,5.544340E+01,2.801723E+01,3.221747E+02,1.490885E+02
-122.43212,37.35611,5.409815E+01,2.921067E+01,3.189824E+02,1.467577E+02
-122.43211,37.36510,5.510289E+01,2.879132E+01,3.455394E+02,1.542016E+02
-122.43210,37.37409,5.641826E+01,2.879878E+01,3.489614E+02,1.687532E+02
-122.43209,37.38309,6.870258E+01,3.103365E+01,3.885353E+02,1.615505E+02
-122.43208,37.39208,6.516611E+01,3.119123E+01,3.494042E+02,1.653502E+02
-122.43208,37.40107,5.952026E+01,3.145797E+01,4.000000E+02,1.641000E+02
-122.43207,37.41007,6.130643E+01,2.990801E+01,3.615476E+02,1.689151E+02
-122.43206,37.41906,6.016692E+01,3.177501E+01,3.726149E+02,1.797202E+02
-122.43205,37.42805,6.646350E+01,3.234988E+01,3.598269E+02,1.744651E+02
-122.43204,37.43705,5.951555E+01,3.188465E+01,3.933784E+02,1.721490E+02
-122.43203,37.44604,5.910359E+01,3.262777E+01,3.641217E+02,1.830425E+02
-122.43203,37.45503,6.032873E+01,3.179461E+01,3.603432E+02,1.837695E+02
-122.43202,37.46403,5.709280E+01,3.189389E+01,3.733267E+02,1.832122E+02
-122.43201,37.47302,5.804715E+01,3.293757E+01,3.615476E+02,1.795733E+02
-122.43200,37.48201,5.869358E+01,3.285822E+01,3.939881E+02,1.864052E+02
-122.43199,37.49101,5.710009E+01,3.251761E+01,3.460020E+02,1.862297E+02
-122.43199,37.50000,6.187849E+01,3.344211E+01,3.574728E+02,1.887959E+02
-122.42117,37.00537,3.030391E+01,1.748416E+01,1.529893E+02,8.987291E+01
-122.42116,37.01437,3.038728E+01,1.861956E+01,1.664930E+02,9.362565E+01
-122.42115,37.02336,3.255118E+01,1.823868E+01,1.725635E+02,9.599211E+01
-122.42114,37.03235,3.124043E+01,1.799188E+01,1.685177E+02,9.473715E+01
-122.42113,37.04135,3.087006E+01,1.768539E+01,1.638216E+02,9.458185E+01
-122.42112,37.05034,3.169199E+01,1.802810E+01,1.712966E+02,9.398731E+01
-122.42111,37.05933,3.375533E+01,1.946902E+01,1.814782E+02,9.936000E+01
-122.42110,37.06833,3.184218E+01,1.918360E+01,1.782299E+02,9.647638E+01
-122.42109,37.07732,3.140738E+01,1.838708E+01,1.763301E+02,1.001824E+02
-122.42109,37.08631,3.214232E+01,1.963934E+01,1.876527E+02,1.026265E+02
-122.42108,37.09531,3.344757E+01,2.024652E+01,1.630742E+02,1.019606E+02
-122.42107,37.10430,3.501127E+01,2.000280E+01,1.999905E+02,1.064218E+02
-122.42106,37.11329,3.323107E+01,1.971157E+01,1.945701E+02,1.078000E+02
-122.42105,37.12228,3.644526E+01,2.041359E+01,1.945067E+02,1.058167E+02
-122.42104,37.13128,3.484481E+01,2.007420E+01,1.988179E+02,1.113411E+02
-122.42103,37.14027,3.638193E+01,2.037184E+01,2.011311E+02,1.082490E+02
-122.42102,37.14926,3.508189E+01,2.081627E+01,2.199391E+02,1.154807E+02
-122.42101,37.15826,3.542098E+01,2.042793E+01,2.126113E+02,1.154807E+02
-122.42100,37.16725,3.922665E+01,2.103921E+01,2.086310E+02,1.158423E+02
-122.42099,37.17624,3.769540E+01,2.182525E+01,1.914706E+02,1.091915E+02
-122.42098,37.18524,4.011727E+01,2.215449E+01,2.093011E+02,1.105499E+02
-122.42097,37.19423,3.925656E+01,2.225042E+01,2.212322E+02,1.161577E+02
-122.42096,37.20322,3.913538E+01,2.159997E+01,2.472885E+02,1.241005E+02
-122.42095,37.21222,3.983298E+01,2.310059E+01,2.545904E+02,1.218817E+02
-122.42094,37.22121,3.990662E+01,2.286840E+01,2.549253E+02,1.244181E+02
-122.42093,37.23020,4.623836E+01,2.382457E+01,2.549771E+02,1.258061E+02
-122.42093,37.23920,4.679297E+01,2.412545E+01,2.659860E+02,1.277730E+02
-122.42092,37.24819,4.616146E+01,2.489520E+01,2.834753E+02,1.280965E+02
-122.42091,37.25718,4.642709E+01,2.356968E+01,2.675684E+02,1.294783E+02
-122.42090,37.26618,4.616146E+01,2.408172E+01,2.971765E+02,1.301389E+02
-122.42089,37.27517,4.880856E+01,2.535737E+01,2.704896E+02,1.343741E+02
-122.42088,37.28416,5.314649E+01,2.640707E+01,2.948010E+02,1.387928E+02
-122.42087,37.29316,5.419883E+01,2.621533E+01,3.165723E+02,1.400707E+02
-122.42086,37.30215,5.574792E+01,2.652577E+01,3.104519E+02,1.413803E+02
-122.42085,37.31114,5.329267E+01,2.705956E+01,3.219463E+02,1.468534E+02
-122.42084,37.32014,5.209341E+01,2.647123E+01,3.337924E+02,1.457926E+02
-122.42083,37.32913,4.995618E+01,2.641037E+01,3.461937E+02,1.486739E+02
-122.42082,37.33812,5.453390E+01,2.916291E+01,3.649859E+02,1.604197E+02
-122.42081,37.34712,5.766701E+01,3.009472E+01,3.661084E+02,1.530719E+02
-122.42080,37.35611,5.688766E+01,2.771031E+01,3.559932E+02,1.564454E+02
-122.42079,37.36510,6.055084E+01,2.967138E+01,3.831887E+02,1.610911E+02
-122.42078,37.37409,5.927472E+01,2.983136E+01,3.789724E+02,1.605418E+02
-122.42077,37.38309,6.378167E+01,3.111913E+01,3.839341E+02,1.643234E+02
-122.42076,37.39208,6.649325E+01,3.199339E+01,3.929102E+02,1.666952E+02
-122.42075,37.40107,5.917375E+01,3.070916E+01,4.000000E+02,1.762843E+02
-122.42075,37.41007,6.225448E+01,3.256150E+01,3.559932E+02,1.706301E+02
-122.42074,37.41906,5.876592E+01,3.217928E+01,3.427845E+02,1.726742E+02
-122.42073,37.42805,5.639275E+01,3.021214E+01,4.000000E+02,1.771437E+02
-122.42072,37.43705,6.430781E+01,3.293568E+01,3.460020E+02,1.806583E+02
-122.42071,37.44604,6.212095E+01,3.363311E+01,3.823700E+02,1.825931E+02
-122.42070,37.45503,6.014653E+01,3.356225E+01,3.643739E+02,1.835132E+02
-122.42069,37.46403,6.563436E+01,3.342570E+01,3.627647E+02,1.821504E+02
-122.42068,37.47302,5.804715E+01,3.347561E+01,3.715657E+02,1.831774E+02
-122.42067,37.48201,6.440439E+01,3.373831E+01,3.708643E+02,1.874386E+02
-122.42066,37.49101,6.424876E+01,3.660856E+01,4.000000E+02,1.976722E+02
-122.42065,37.50000,6.820401E+01,3.534244E+01,3.825047E+02,1.919745E+02
-122.40991,37.00537,3.264102E+01,1.822428E+01,1.769675E+02,9.721921E+01
-122.40990,37.01437,3.203144E+01,1.843449E+01,1.696481E+02,9.644967E+01
-122.40989,37.02336,2.978482E+01,1.835078E+01,1.770968E+02,9.556763E+01
-122.40988,37.03235,3.113201E+01,1.856928E+01,1.757736E+02,9.848598E+01
-122.40987,37.04135,3.114788E+01,1.877200E+01,1.733045E+02,9.905827E+01
-122.40985,37.05034,3.362900E+01,1.887877E+01,1.781797E+02,9.754298E+01
-122.40984,37.05933,3.267173E+01,1.942524E+01,1.689024E+02,9.868353E+01
-122.40983,37.06833,3.237265E+01,1.962935E+01,1.914706E+02,1.055790E+02
-122.40982,37.07732,3.243260E+01,1.940813E+01,1.992055E+02,1.026179E+02
-122.40981,37.08631,3.459558E+01,1.955622E+01,1.825288E+02,1.017391E+02
-122.40980,37.09531,3.452392E+01,1.978843E+01,1.882430E+02,1.113207E+02
-122.40979,37.10430,3.510672E+01,1.992682E+01,1.811507E+02,1.078021E+02
-122.40978,37.11329,3.610286E+01,2.037184E+01,1.873986E+02,1.012518E+02
-122.40977,37.12228,3.623599E+01,2.096892E+01,2.017125E+02,1.116398E+02
-122.40976,37.13128,3.788435E+01,2.148465E+01,2.037974E+02,1.094151E+02
-122.40975,37.14027,3.797169E+01,2.089839E+01,2.010284E+02,1.096785E+02
-122.40974,37.14926,3.412945E+01,2.029522E+01,2.176649E+02,1.123076E+02
-122.40973,37.15826,3.806927E+01,2.190815E+01,2.168361E+02,1.136025E+02
-122.40972,37.16725,4.190706E+01,2.217281E+01,2.073311E+02,1.104610E+02
-122.40970,37.17624,4.123813E+01,2.268804E+01,2.107281E+02,1.162117E+02
-122.40969,37.18524,4.246192E+01,2.265848E+01,2.364703E+02,1.198658E+02
-122.40968,37.19423,4.356004E+01,2.248097E+01,2.517400E+02,1.173226E+02
-122.40967,37.20322,4.577346E+01,2.302118E+01,2.421889E+02,1.163469E+02
-122.40966,37.21222,4.254110E+01,2.344602E+01,2.488353E+02,1.201465E+02
-122.40965,37.22121,4.679297E+01,2.445201E+01,2.420884E+02,1.245474E+02
-122.40964,37.23020,4.648854E+01,2.409535E+01,2.636896E+02,1.249570E+02
-122.40963,37.23920,4.692455E+01,2.461302E+01,2.783762E+02,1.364846E+02
-122.40962,37.24819,5.104910E+01,2.546927E+01,2.819253E+02,1.329598E+02
-122.40961,37.25718,5.110208E+01,2.545690E+01,3.068806E+02,1.330041E+02
-122.40960,37.26618,4.830620E+01,2.535379E+01,3.141747E+02,1.421936E+02
-122.40959,37.27517,5.392808E+01,2.576684E+01,3.037227E+02,1.388777E+02
-122.40958,37.28416,5.203510E+01,2.629132E+01,3.251679E+02,1.426024E+02
-122.40956,37.29316,5.498156E+01,2.621526E+01,3.262334E+02,1.501153E+02
-122.40955,37.30215,5.510304E+01,2.655323E+01,3.761445E+02,1.500285E+02
-122.40954,37.31114,5.676173E+01,2.787413E+01,3.559932E+02,1.470394E+02
-122.40953,37.32014,5.749687E+01,2.804044E+01,3.485151E+02,1.558061E+02
-122.40952,37.32913,5.641826E+01,2.769155E+01,3.559801E+02,1.609683E+02
-122.40951,37.33812,6.250602E+01,2.876883E+01,3.678880E+02,1.558343E+02
-122.40950,37.34712,5.758103E+01,2.947443E+01,3.310681E+02,1.565066E+02
-122.40949,37.35611,6.230083E+01,3.085057E+01,3.931560E+02,1.572362E+02
-122.40948,37.36510,5.748399E+01,2.973127E+01,3.611114E+02,1.594718E+02
-122.40947,37.37409,6.571105E+01,3.162267E+01,3.380651E+02,1.661822E+02
-122.40946,37.38309,6.527760E+01,3.164694E+01,3.860271E+02,1.734575E+02
-122.40945,37.39208,5.844054E+01,3.069532E+01,3.533971E+02,1.666989E+02
-122.40943,37.40107,6.177370E+01,3.285759E+01,3.755251E+02,1.759261E+02
-122.40942,37.41007,6.357112E+01,3.233724E+01,3.802549E+02,1.832405E+02
-122.40941,37.41906,6.444816E+01,3.239573E+01,3.640847E+02,1.771437E+02
-122.40940,37.42805,5.309430E+01,3.174171E+01,3.433984E+02,1.784419E+02
-122.40939,37.43705,6.154882E+01,3.243551E+01,3.739828E+02,1.797186E+02
-122.40938,37.44604,6.352113E+01,3.422192E+01,3.793164E+02,1.842951E+02
-122.40937,37.45503,5.916670E+01,3.313643E+01,3.559380E+02,1.861556E+02
-122.40936,37.46403,6.195874E+01,3.569490E+01,3.608955E+02,1.888079E+02
-122.40935,37.47302,6.171107E+01,3.473308E+01,3.669532E+02,1.900263E+02
-122.40934,37.48201,6.207969E+01,3.509091E+01,3.783787E+02,1.864052E+02
-122.40933,37.49101,6.101172E+01,3.405623E+01,3.909046E+02,1.983320E+02
-122.40931,37.50000,6.954200E+01,3.731716E+01,4.000000E+02,2.030281E+02
-122.39865,37.00537,3.255083E+01,1.869368E+01,1.638804E+02,9.458841E+01
-122.39863,37.01437,2.941984E+01,1.873544E+01,1.737795E+02,9.822022E+01
-122.39862,37.02336,3.245966E+01,1.921799E+01,1.862613E+02,1.038661E+02
-122.39861,37.03235,3.207968E+01,1.869800E+01,1.841075E+02,1.028373E+02
-122.39860,37.04135,3.302692E+01,1.948027E+01,1.829348E+02,1.006825E+02
-122.39859,37.05034,3.366669E+01,1.961949E+01,1.942072E+02,1.068738E+02
-122.39857,37.05933,3.286633E+01,1.912774E+01,1.969710E+02,1.016891E+02
-122.39856,37.06833,3.279105E+01,1.987532E+01,1.883996E+02,9.853647E+01
-122.39855,37.07732,3.374635E+01,1.967322E+01,1.800365E+02,1.007869E+02
-122.39854,37.08631,3.564573E+01,1.947313E+01,2.007571E+02,1.082350E+02
-122.39853,37.09531,3.480207E+01,2.024702E+01,2.090095E+02,1.086728E+02
-122.39851,37.10430,3.537143E+01,2.105115E+01,1.962569E+02,1.063679E+02
-122.39850,37.11329,3.513419E+01,2.098875E+01,2.202189E+02,1.095902E+02
-122.39849,37.12228,3.783530E+01,2.070853E+01,2.157396E+02,1.132557E+02
-122.39848,37.13128,3.497897E+01,2.065445E+01,2.183578E+02,1.163415E+02
-122.39847,37.14027,3.882984E+01,2.106441E+01,2.246342E+02,1.177480E+02
-122.39845,37.14926,3.885925E+01,2.143721E+01,2.316990E+02,1.200441E+02
-122.39844,37.15826,3.728625E+01,2.177694E+01,2.186670E+02,1.170318E+02
-122.39843,37.16725,4.190706E+01,2.233087E+01,2.389214E+02,1.208743E+02
-122.39842,37.17624,4.366557E+01,2.262241E+01,2.341551E+02,1.194468E+02
-122.39841,37.18524,4.252591E+01,2.328771E+01,2.316990E+02,1.191608E+02
-122.39839,37.19423,4.262625E+01,2.362435E+01,2.416961E+02,1.211505E+02
-122.39838,37.20322,4.566693E+01,2.360059E+01,2.664859E+02,1.295020E+02
-122.39837,37.21222,5.142812E+01,2.517978E+01,2.502493E+02,1.294690E+02
-122.39836,37.22121,4.559209E+01,2.445156E+01,2.688937E+02,1.338196E+02
-122.39834,37.23020,4.705208E+01,2.598614E+01,2.838334E+02,1.292283E+02
-122.39833,37.23920,5.528803E+01,2.620433E+01,2.811012E+02,1.333354E+02
-122.39832,37.24819,4.995618E+01,2.502075E+01,3.065151E+02,1.361390E+02
-122.39831,37.25718,5.843085E+01,2.543079E+01,2.897915E+02,1.351807E+02
-122.39830,37.26618,5.875978E+01,2.742962E+01,3.258398E+02,1.477536E+02
-122.39828,37.27517,5.840807E+01,2.676581E+01,3.409504E+02,1.520470E+02
-122.39827,37.28416,5.223056E+01,2.827450E+01,3.425842E+02,1.433077E+02
-122.39826,37.29316,5.815368E+01,2.885023E+01,3.510714E+02,1.446295E+02
-122.39825,37.30215,6.520425E+01,2.916864E+01,3.744683E+02,1.553337E+02
-122.39824,37.31114,5.602993E+01,2.850593E+01,3.489423E+02,1.519570E+02
-122.39822,37.32014,5.825205E+01,2.795033E+01,3.682829E+02,1.570689E+02
-122.39821,37.32913,6.076881E+01,2.922588E+01,3.671270E+02,1.616793E+02
-122.39820,37.33812,5.886941E+01,2.934425E+01,3.782295E+02,1.679545E+02
-122.39819,37.34712,5.815368E+01,2.976643E+01,3.460743E+02,1.557595E+02
-122.39817,37.35611,5.830430E+01,3.034935E+01,3.549219E+02,1.676327E+02
-122.39816,37.36510,6.102565E+01,3.101115E+01,4.000000E+02,1.676178E+02
-122.39815,37.37409,5.748399E+01,3.059781E+01,3.448944E+02,1.671789E+02
-122.39814,37.38309,6.327145E+01,3.124699E+01,3.806323E+02,1.761499E+02
-122.39813,37.39208,6.270651E+01,3.190284E+01,3.418395E+02,1.701632E+02
-122.39811,37.40107,6.101963E+01,3.251385E+01,3.658970E+02,1.785200E+02
-122.39810,37.41007,6.125150E+01,3.241477E+01,3.752734E+02,1.781746E+02
-122.39809,37.41906,5.761050E+01,3.405737E+01,3.657711E+02,1.786492E+02
-122.39808,37.42805,6.202712E+01,3.431466E+01,3.398421E+02,1.772390E+02
-122.39806,37.43705,6.497736E+01,3.414695E+01,3.590944E+02,1.911206E+02
-122.39805,37.44604,6.111157E+01,3.435860E+01,3.400127E+02,1.795733E+02
-122.39804,37.45503,5.928892E+01,3.367258E+01,3.396119E+02,1.815714E+02
-122.39803,37.46403,5.978641E+01,3.567287E+01,3.450150E+02,1.874651E+02
-122.39802,37.47302,6.341720E+01,3.442767E+01,3.650962E+02,1.899846E+02
-122.39800,37.48201,6.599743E+01,3.632973E+01,3.488807E+02,1.961333E+02
-122.39799,37.49101,6.999065E+01,3.686228E+01,3.779635E+02,2.012121E+02
-122.39798,37.50000,7.033297E+01,3.659947E+01,4.000000E+02,2.098838E+02
-122.38738,37.00537,3.260059E+01,1.823868E+01,1.792814E+02,1.034429E+02
-122.38737,37.01437,3.517282E+01,1.919836E+01,1.757736E+02,9.877625E+01
-122.38736,37.02336,3.397219E+01,1.985245E+01,1.820547E+02,1.005677E+02
-122.38734,37.03235,3.490956E+01,1.984068E+01,1.979013E+02,1.078026E+02
-122.38733,37.04135,3.306308E+01,1.991037E+01,1.825288E+02,1.025433E+02
-122.38732,37.05034,3.280914E+01,1.981586E+01,1.893800E+02,1.047795E+02
-122.38730,37.05933,3.311532E+01,1.999629E+01,1.989285E+02,9.783596E+01
-122.38729,37.06833,3.518879E+01,2.031174E+01,1.942161E+02,1.054676E+02
-122.38728,37.07732,3.790855E+01,2.077565E+01,1.972515E+02,1.080272E+02
-122.38726,37.08631,3.651127E+01,2.128933E+01,1.873124E+02,1.080204E+02
-122.38725,37.09531,3.592014E+01,2.023018E+01,1.999193E+02,1.091915E+02
-122.38724,37.10430,3.743703E+01,2.153510E+01,2.085454E+02,1.115117E+02
-122.38722,37.11329,3.727245E+01,2.172295E+01,2.246342E+02,1.132333E+02
-122.38721,37.12228,3.981515E+01,2.159747E+01,2.111010E+02,1.105499E+02
-122.38720,37.13128,3.802465E+01,2.191114E+01,2.572498E+02,1.170459E+02
-122.38718,37.14027,3.753226E+01,2.168396E+01,2.511810E+02,1.187674E+02
-122.38717,37.14926,4.017663E+01,2.257680E+01,2.284175E+02,1.160333E+02
-122.38716,37.15826,4.491400E+01,2.262255E+01,2.493374E+02,1.193161E+02
-122.38714,37.16725,4.325851E+01,2.281731E+01,2.627713E+02,1.234730E+02
-122.38713,37.17624,4.309437E+01,2.412855E+01,2.385888E+02,1.189753E+02
-122.38712,37.18524,4.672277E+01,2.420042E+01,2.690879E+02,1.286737E+02
-122.38710,37.19423,4.493832E+01,2.399382E+01,2.546913E+02,1.262341E+02
-122.38709,37.20322,4.715789E+01,2.346039E+01,2.978067E+02,1.294750E+02
-122.38708,37.21222,5.103444E+01,2.454608E+01,2.866068E+02,1.349779E+02
-122.38706,37.22121,5.095045E+01,2.489178E+01,2.838933E+02,1.370470E+02
-122.38705,37.23020,4.963148E+01,2.570078E+01,3.048019E+02,1.377899E+02
-122.38704,37.23920,5.095045E+01,2.583773E+01,3.158659E+02,1.366812E+02
-122.38702,37.24819,5.875451E+01,2.697119E+01,2.918055E+02,1.424983E+02
-122.38701,37.25718,5.432160E+01,2.908600E+01,3.340925E+02,1.511997E+02
-122.38700,37.26618,6.076881E+01,2.862049E+01,3.403024E+02,1.501795E+02
-122.38698,37.27517,6.016692E+01,2.851516E+01,3.411787E+02,1.511537E+02
-122.38697,37.28416,6.024749E+01,2.821414E+01,3.583028E+02,1.557543E+02
-122.38696,37.29316,6.226894E+01,2.922911E+01,3.372486E+02,1.607183E+02
-122.38694,37.30215,5.971756E+01,2.893619E+01,3.856856E+02,1.570200E+02
-122.38693,37.31114,5.631610E+01,2.999824E+01,3.729313E+02,1.611338E+02
