# source_model_tree_path=('ltbrTrueMean',), gsim_tree_path=('b1',), investigation_time=50.0, imt="FIV3(0.1)"
lon,lat,depth,poe-0.1,poe-0.1547,poe-0.2394,poe-0.3705,poe-0.5732,poe-0.887,poe-1.3724,poe-2.1236,poe-3.2859,poe-5.0844,poe-7.8672,poe-12.1732,poe-18.8359,poe-29.1452,poe-45.0972,poe-69.7801,poe-107.9726,poe-167.069,poe-258.5103,poe-400.0
-122.48866,37.50000,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999999E-01,9.999692E-01,9.986565E-01,9.795751E-01,8.753194E-01,6.428145E-01,3.986030E-01,2.347097E-01,1.210260E-01,4.160953E-02,1.291586E-02,2.995505E-03,0.000000E+00,0.000000E+00,0.000000E+00
-122.47748,37.00537,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999999E-01,9.999759E-01,9.982955E-01,9.696816E-01,8.090035E-01,4.961618E-01,2.054664E-01,6.340095E-02,1.734776E-02,4.489890E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
-122.47748,37.01437,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999999E-01,9.999771E-01,9.983459E-01,9.694075E-01,8.172251E-01,5.029179E-01,2.196401E-01,7.549794E-02,2.127052E-02,5.982036E-03,9.995002E-04,4.998750E-04,0.000000E+00,0.000000E+00,0.000000E+00
-122.47747,37.02336,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999999E-01,9.999734E-01,9.981974E-01,9.680313E-01,8.039724E-01,5.014244E-01,2.235321E-01,7.734510E-02,1.980133E-02,4.987521E-03,9.995002E-04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
-122.47747,37.03235,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999999E-01,9.999796E-01,9.983843E-01,9.717737E-01,8.194956E-01,5.078639E-01,2.180778E-01,7.086386E-02,1.685631E-02,2.496878E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
-122.47746,37.04135,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999999E-01,9.999793E-01,9.985108E-01,9.727718E-01,8.256168E-01,5.147058E-01,2.362387E-01,7.826729E-02,2.517762E-02,4.489890E-03,4.998750E-04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
-122.47746,37.05034,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999999E-01,9.999762E-01,9.983326E-01,9.700133E-01,8.181367E-01,5.041590E-01,2.169040E-01,6.993426E-02,1.587268E-02,1.498876E-03,4.998750E-04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
-122.47746,37.05933,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999999E-01,9.999794E-01,9.985130E-01,9.718160E-01,8.217378E-01,5.247907E-01,2.442163E-01,8.240577E-02,2.224876E-02,3.493882E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
-122.47746,37.06833,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999999E-01,9.999815E-01,9.986498E-01,9.741644E-01,8.350314E-01,5.320997E-01,2.513622E-01,8.743868E-02,2.175977E-02,3.493882E-03,9.995002E-04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
-122.47746,37.07732,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999999E-01,9.999782E-01,9.983851E-01,9.720126E-01,8.277830E-01,5.304592E-01,2.506132E-01,9.425730E-02,3.003957E-02,4.987521E-03,4.998750E-04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
-122.47746,37.08631,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999999E-01,9.999813E-01,9.986646E-01,9.744853E-01,8.337063E-01,5.320997E-01,2.614009E-01,8.743868E-02,2.371429E-02,4.489890E-03,4.998750E-04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
-122.47745,37.09531,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999999E-01,9.999767E-01,9.984352E-01,9.711025E-01,8.262261E-01,5.257402E-01,2.419455E-01,9.108164E-02,2.371429E-02,3.493882E-03,9.995002E-04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
-122.47745,37.10430,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999999E-01,9.999810E-01,9.985453E-01,9.728261E-01,8.322029E-01,5.299894E-01,2.602922E-01,9.471005E-02,2.566491E-02,3.992011E-03,4.998750E-04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
-122.47745,37.11329,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999999E-01,9.999763E-01,9.983500E-01,9.721103E-01,8.334567E-01,5.379120E-01,2.614009E-01,9.289766E-02,2.663876E-02,5.484903E-03,9.995002E-04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
-122.47744,37.12228,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999999E-01,9.999817E-01,9.986184E-01,9.735765E-01,8.387824E-01,5.470620E-01,2.614009E-01,8.789485E-02,2.761163E-02,6.975557E-03,9.995002E-04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
-122.47744,37.13128,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999999E-01,9.999828E-01,9.987150E-01,9.756202E-01,8.346184E-01,5.436522E-01,2.672861E-01,1.050612E-01,3.003957E-02,7.471945E-03,4.998750E-04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
-122.47744,37.14027,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999999E-01,9.999803E-01,9.985784E-01,9.734971E-01,8.374062E-01,5.584659E-01,2.828713E-01,1.090794E-01,3.197755E-02,6.975557E-03,9.995002E-04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
-122.47743,37.14927,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999999E-01,9.999787E-01,9.985699E-01,9.744342E-01,8.392653E-01,5.564745E-01,2.817948E-01,1.032696E-01,3.391166E-02,4.987521E-03,9.995002E-04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
-122.47743,37.15826,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999999E-01,9.999800E-01,9.985777E-01,9.746125E-01,8.398269E-01,5.602285E-01,2.778338E-01,1.081881E-01,3.391166E-02,6.975557E-03,1.498876E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
-122.47743,37.16725,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999999E-01,9.999807E-01,9.986457E-01,9.749530E-01,8.447937E-01,5.757787E-01,2.977740E-01,1.090794E-01,3.391166E-02,7.968085E-03,1.498876E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
