# source_model_tree_path=('ltbrTrueMean',), gsim_tree_path=('b1',), investigation_time=50.0
lon,lat,FIV3(0.1)-0.02,FIV3(0.1)-0.1,FIV3(0.2)-0.02,FIV3(0.2)-0.1,FIV3(0.3)-0.02,FIV3(0.3)-0.1,FIV3(0.4)-0.02,FIV3(0.4)-0.1,FIV3(0.5)-0.02,FIV3(0.5)-0.1,FIV3(0.6)-0.02,FIV3(0.6)-0.1,FIV3(0.7)-0.02,FIV3(0.7)-0.1,FIV3(0.8)-0.02,FIV3(0.8)-0.1,FIV3(0.9)-0.02,FIV3(0.9)-0.1,FIV3(1.0)-0.02,FIV3(1.0)-0.1,FIV3(1.1)-0.02,FIV3(1.1)-0.1,FIV3(1.2)-0.02,FIV3(1.2)-0.1,FIV3(1.3)-0.02,FIV3(1.3)-0.1,FIV3(1.4)-0.02,FIV3(1.4)-0.1,FIV3(1.5)-0.02,FIV3(1.5)-0.1,FIV3(1.6)-0.02,FIV3(1.6)-0.1,FIV3(1.7)-0.02,FIV3(1.7)-0.1,FIV3(1.8)-0.02,FIV3(1.8)-0.1,FIV3(1.9)-0.02,FIV3(1.9)-0.1,FIV3(2.0)-0.02,FIV3(2.0)-0.1,FIV3(2.1)-0.02,FIV3(2.1)-0.1,FIV3(2.2)-0.02,FIV3(2.2)-0.1,FIV3(2.3)-0.02,FIV3(2.3)-0.1,FIV3(2.4)-0.02,FIV3(2.4)-0.1,FIV3(2.5)-0.02,FIV3(2.5)-0.1,FIV3(2.6)-0.02,FIV3(2.6)-0.1,FIV3(2.7)-0.02,FIV3(2.7)-0.1,FIV3(2.8)-0.02,FIV3(2.8)-0.1,FIV3(2.9)-0.02,FIV3(2.9)-0.1,FIV3(3.0)-0.02,FIV3(3.0)-0.1
-122.24433,37.86510,7.750501E+01,4.005950E+01,1.322313E+02,7.188347E+01,2.093545E+02,1.050136E+02,2.470263E+02,1.295288E+02,2.934089E+02,1.555957E+02,3.607136E+02,1.732665E+02,3.807366E+02,1.892436E+02,4.120500E+02,1.949536E+02,4.362551E+02,2.075099E+02,4.572842E+02,2.242870E+02,4.677187E+02,2.215601E+02,5.156309E+02,2.382365E+02,5.192285E+02,2.441753E+02,5.360507E+02,2.535692E+02,5.277039E+02,2.452488E+02,5.280837E+02,2.511710E+02,5.246446E+02,2.493698E+02,5.336446E+02,2.502206E+02,5.363762E+02,2.585733E+02,5.560317E+02,2.599961E+02,5.412427E+02,2.562397E+02,5.495110E+02,2.516267E+02,5.531969E+02,2.573645E+02,5.575987E+02,2.635795E+02,5.385251E+02,2.668415E+02,5.109208E+02,2.543858E+02,5.424204E+02,2.555785E+02,5.215281E+02,2.531872E+02,5.231714E+02,2.509855E+02,5.243138E+02,2.512017E+02
-122.24406,37.91007,7.571203E+01,3.984170E+01,1.338915E+02,7.142120E+01,1.991620E+02,1.020630E+02,2.480282E+02,1.282750E+02,2.916546E+02,1.547950E+02,3.436520E+02,1.740317E+02,3.743186E+02,1.802396E+02,3.953121E+02,1.931694E+02,4.199584E+02,2.060532E+02,4.419494E+02,2.186829E+02,4.587106E+02,2.207293E+02,4.819000E+02,2.329547E+02,5.155100E+02,2.465260E+02,4.932711E+02,2.415471E+02,5.010363E+02,2.425788E+02,5.097589E+02,2.424813E+02,5.088002E+02,2.388530E+02,5.281189E+02,2.467913E+02,5.048979E+02,2.486967E+02,5.139544E+02,2.486558E+02,5.340976E+02,2.537741E+02,5.132291E+02,2.503693E+02,5.347661E+02,2.505886E+02,5.280545E+02,2.554008E+02,5.170455E+02,2.511791E+02,4.936324E+02,2.454896E+02,5.213121E+02,2.537472E+02,5.173730E+02,2.526890E+02,5.072303E+02,2.470279E+02,4.912657E+02,2.444684E+02
-122.24378,37.95503,6.215240E+01,3.525732E+01,1.129524E+02,6.338617E+01,1.659916E+02,9.234689E+01,2.034576E+02,1.129094E+02,2.425652E+02,1.342701E+02,2.701938E+02,1.535035E+02,2.940708E+02,1.615845E+02,3.148297E+02,1.721200E+02,3.379746E+02,1.763349E+02,3.550221E+02,1.871076E+02,3.714862E+02,1.903834E+02,3.972921E+02,2.043729E+02,3.959785E+02,2.091411E+02,4.102761E+02,2.111226E+02,4.094028E+02,2.117311E+02,4.178993E+02,2.125815E+02,4.297004E+02,2.159571E+02,4.136981E+02,2.174243E+02,4.204889E+02,2.144004E+02,4.182851E+02,2.176765E+02,4.482162E+02,2.287462E+02,4.209941E+02,2.209471E+02,4.243056E+02,2.186095E+02,4.352594E+02,2.301020E+02,4.296427E+02,2.235285E+02,4.364525E+02,2.211129E+02,4.213790E+02,2.241788E+02,4.454376E+02,2.276540E+02,4.348394E+02,2.203207E+02,4.323358E+02,2.174422E+02
-122.24350,38.00000,5.759355E+01,3.375887E+01,9.873666E+01,5.921439E+01,1.484724E+02,8.693586E+01,1.798282E+02,1.046496E+02,2.181639E+02,1.282284E+02,2.491371E+02,1.409826E+02,2.609691E+02,1.482669E+02,2.734082E+02,1.570922E+02,2.752724E+02,1.606489E+02,2.958893E+02,1.667349E+02,3.221132E+02,1.767146E+02,3.119684E+02,1.789585E+02,3.403233E+02,1.963001E+02,3.591639E+02,1.934473E+02,3.630784E+02,1.972338E+02,3.602457E+02,1.976461E+02,3.686953E+02,1.976282E+02,3.815120E+02,2.036505E+02,3.771897E+02,2.005324E+02,3.690206E+02,2.021284E+02,3.695096E+02,2.055929E+02,3.811210E+02,2.045448E+02,3.693281E+02,2.051490E+02,3.788371E+02,2.044664E+02,3.760295E+02,2.107619E+02,3.712790E+02,2.051047E+02,3.862594E+02,2.103128E+02,3.801292E+02,2.030930E+02,3.781743E+02,1.998553E+02,3.590672E+02,2.002793E+02
-122.19320,37.01075,4.866129E+01,2.672477E+01,8.867159E+01,4.812204E+01,1.207352E+02,6.885679E+01,1.511144E+02,8.508663E+01,1.859518E+02,9.946819E+01,2.027786E+02,1.109200E+02,2.311141E+02,1.234026E+02,2.372458E+02,1.259907E+02,2.584984E+02,1.341020E+02,2.864048E+02,1.403347E+02,2.939892E+02,1.475873E+02,2.850738E+02,1.472947E+02,3.289056E+02,1.553117E+02,3.298960E+02,1.664311E+02,3.389418E+02,1.631231E+02,3.367310E+02,1.636492E+02,3.495099E+02,1.665916E+02,3.626858E+02,1.698243E+02,3.696758E+02,1.686649E+02,3.696059E+02,1.690988E+02,3.509176E+02,1.726381E+02,3.510087E+02,1.702197E+02,3.571250E+02,1.704698E+02,3.704641E+02,1.715941E+02,3.617849E+02,1.765191E+02,3.701154E+02,1.737968E+02,3.650066E+02,1.784367E+02,3.515991E+02,1.783836E+02,3.518769E+02,1.752378E+02,3.528881E+02,1.741737E+02
-122.19290,37.05571,4.835729E+01,2.695319E+01,8.245800E+01,4.778612E+01,1.236005E+02,6.990557E+01,1.499870E+02,8.646433E+01,1.854062E+02,9.966301E+01,2.023333E+02,1.152629E+02,2.255060E+02,1.215931E+02,2.344320E+02,1.265980E+02,2.551677E+02,1.344147E+02,2.743673E+02,1.435663E+02,2.784975E+02,1.474225E+02,2.845317E+02,1.492527E+02,3.032304E+02,1.561382E+02,3.140599E+02,1.665867E+02,3.344293E+02,1.667205E+02,3.232771E+02,1.654471E+02,3.510558E+02,1.736472E+02,3.512050E+02,1.783957E+02,3.474604E+02,1.736479E+02,3.435514E+02,1.786304E+02,3.416390E+02,1.744586E+02,3.408940E+02,1.751529E+02,3.516945E+02,1.785794E+02,3.574902E+02,1.747775E+02,3.540394E+02,1.816265E+02,3.680254E+02,1.764704E+02,3.532791E+02,1.786267E+02,3.562691E+02,1.823033E+02,3.371708E+02,1.791740E+02,3.489685E+02,1.720620E+02
-122.19259,37.10068,4.814296E+01,2.691031E+01,8.262869E+01,4.865740E+01,1.198471E+02,6.930073E+01,1.457933E+02,8.564147E+01,1.764278E+02,9.886859E+01,2.018224E+02,1.136181E+02,2.298614E+02,1.277893E+02,2.320524E+02,1.301960E+02,2.545238E+02,1.379614E+02,2.749543E+02,1.485298E+02,2.821297E+02,1.504808E+02,2.995310E+02,1.578382E+02,3.102549E+02,1.647388E+02,3.165816E+02,1.707568E+02,3.306593E+02,1.771708E+02,3.429403E+02,1.759033E+02,3.407693E+02,1.777092E+02,3.511545E+02,1.842307E+02,3.478718E+02,1.842838E+02,3.678367E+02,1.859474E+02,3.568867E+02,1.875308E+02,3.506871E+02,1.882107E+02,3.601347E+02,1.885175E+02,3.563695E+02,1.858722E+02,3.734506E+02,1.868822E+02,3.394411E+02,1.821980E+02,3.675973E+02,1.855661E+02,3.719841E+02,1.888954E+02,3.562959E+02,1.823674E+02,3.584004E+02,1.802707E+02
-122.19229,37.14564,4.768712E+01,2.776696E+01,7.975194E+01,4.903875E+01,1.205706E+02,7.143257E+01,1.431548E+02,8.591061E+01,1.748271E+02,1.036991E+02,2.038570E+02,1.162199E+02,2.181889E+02,1.239837E+02,2.285417E+02,1.273539E+02,2.547757E+02,1.373409E+02,2.571243E+02,1.468479E+02,2.639475E+02,1.477682E+02,2.886817E+02,1.593043E+02,2.969507E+02,1.643663E+02,3.195934E+02,1.709838E+02,3.225029E+02,1.781242E+02,3.221017E+02,1.755362E+02,3.363800E+02,1.781919E+02,3.378964E+02,1.837321E+02,3.381056E+02,1.860771E+02,3.528336E+02,1.883848E+02,3.611473E+02,1.897239E+02,3.526424E+02,1.869696E+02,3.472882E+02,1.837389E+02,3.794718E+02,1.894624E+02,3.564788E+02,1.870845E+02,3.645038E+02,1.871812E+02,3.634186E+02,1.894437E+02,3.599820E+02,1.907618E+02,3.411055E+02,1.884855E+02,3.527352E+02,1.888213E+02
-122.19199,37.19061,4.811008E+01,2.875205E+01,8.906728E+01,5.170666E+01,1.296252E+02,7.586022E+01,1.588426E+02,9.071582E+01,1.847216E+02,1.066483E+02,2.146843E+02,1.233817E+02,2.448142E+02,1.391938E+02,2.442258E+02,1.372294E+02,2.704182E+02,1.496770E+02,2.778863E+02,1.575897E+02,3.151899E+02,1.679240E+02,3.182054E+02,1.724656E+02,3.259703E+02,1.773098E+02,3.489801E+02,1.865691E+02,3.769176E+02,1.923595E+02,3.723819E+02,1.900309E+02,3.705749E+02,1.970315E+02,3.933516E+02,1.980673E+02,4.044102E+02,2.015515E+02,3.897352E+02,2.018587E+02,3.924470E+02,2.037419E+02,4.158255E+02,2.029453E+02,3.767417E+02,2.008248E+02,3.940792E+02,2.047732E+02,3.691078E+02,2.012494E+02,3.949932E+02,2.040764E+02,4.005889E+02,2.045382E+02,4.163372E+02,2.096033E+02,3.979234E+02,2.029185E+02,3.962891E+02,2.038026E+02
-122.19169,37.23558,5.730448E+01,3.222901E+01,9.813032E+01,5.619652E+01,1.468332E+02,8.349789E+01,1.847617E+02,9.917865E+01,2.095087E+02,1.182046E+02,2.597846E+02,1.376035E+02,2.668620E+02,1.473673E+02,2.786208E+02,1.534385E+02,3.073677E+02,1.663607E+02,3.216510E+02,1.762968E+02,3.394354E+02,1.797091E+02,3.744269E+02,1.947948E+02,3.824401E+02,1.951473E+02,4.112412E+02,2.118839E+02,4.143261E+02,2.104104E+02,4.265744E+02,2.179805E+02,4.252942E+02,2.196218E+02,4.574783E+02,2.193097E+02,4.495682E+02,2.235991E+02,4.567322E+02,2.252601E+02,4.501370E+02,2.257126E+02,4.676393E+02,2.279616E+02,4.502424E+02,2.273232E+02,4.644638E+02,2.349058E+02,4.482468E+02,2.345232E+02,4.556754E+02,2.323474E+02,4.463399E+02,2.339888E+02,4.638610E+02,2.326775E+02,4.272554E+02,2.313322E+02,4.533521E+02,2.272648E+02
-122.19138,37.28054,6.827418E+01,3.751162E+01,1.223130E+02,6.926780E+01,1.808170E+02,9.986522E+01,2.155894E+02,1.205693E+02,2.726506E+02,1.430737E+02,3.131527E+02,1.633549E+02,3.274636E+02,1.765996E+02,3.655532E+02,1.855594E+02,3.997716E+02,1.995410E+02,4.207342E+02,2.113229E+02,4.426911E+02,2.194248E+02,4.868929E+02,2.364016E+02,5.082161E+02,2.466959E+02,5.278284E+02,2.522080E+02,5.566416E+02,2.611029E+02,5.633240E+02,2.713761E+02,5.810321E+02,2.657615E+02,6.042405E+02,2.712909E+02,5.810617E+02,2.743484E+02,5.962517E+02,2.837638E+02,6.120217E+02,2.740368E+02,5.939388E+02,2.830888E+02,5.784227E+02,2.788463E+02,6.263906E+02,2.943327E+02,6.092659E+02,2.890630E+02,6.064879E+02,2.845531E+02,5.767511E+02,2.799827E+02,5.946906E+02,2.823564E+02,5.801461E+02,2.754790E+02,6.056350E+02,2.810638E+02
-122.19108,37.32551,8.494624E+01,4.495922E+01,1.487927E+02,7.946583E+01,2.257558E+02,1.137314E+02,2.847228E+02,1.444567E+02,3.322896E+02,1.697584E+02,3.928667E+02,1.983098E+02,4.254911E+02,2.159852E+02,4.723908E+02,2.293972E+02,4.890438E+02,2.451038E+02,5.526389E+02,2.638217E+02,5.508013E+02,2.691970E+02,6.110643E+02,2.839902E+02,6.548635E+02,2.998020E+02,6.921284E+02,3.192946E+02,7.251269E+02,3.180716E+02,6.761769E+02,3.190766E+02,7.228264E+02,3.254649E+02,7.801628E+02,3.463335E+02,7.565347E+02,3.354467E+02,7.733785E+02,3.403313E+02,7.568309E+02,3.448854E+02,7.444822E+02,3.444331E+02,7.522195E+02,3.330941E+02,7.599686E+02,3.477196E+02,7.910368E+02,3.391636E+02,7.468434E+02,3.441213E+02,7.779567E+02,3.567621E+02,7.678199E+02,3.389790E+02,7.583041E+02,3.597977E+02,7.322935E+02,3.380304E+02
-122.19078,37.37047,7.913847E+01,4.266951E+01,1.460260E+02,7.864518E+01,2.168148E+02,1.144800E+02,2.592061E+02,1.380966E+02,3.278002E+02,1.632755E+02,3.778797E+02,1.917816E+02,4.149885E+02,2.071175E+02,4.395557E+02,2.144000E+02,4.775042E+02,2.313698E+02,5.115602E+02,2.463508E+02,5.319218E+02,2.570975E+02,5.908969E+02,2.786845E+02,6.285056E+02,2.851735E+02,6.330481E+02,3.004498E+02,6.490108E+02,3.017932E+02,6.458644E+02,3.032187E+02,7.146467E+02,3.160577E+02,7.181378E+02,3.142032E+02,7.089032E+02,3.175112E+02,7.290766E+02,3.324412E+02,7.469500E+02,3.258815E+02,7.409415E+02,3.252339E+02,7.102879E+02,3.231735E+02,7.195768E+02,3.294896E+02,7.258657E+02,3.291701E+02,6.996211E+02,3.146634E+02,7.198142E+02,3.315365E+02,7.017463E+02,3.303738E+02,7.207414E+02,3.299397E+02,7.022811E+02,3.244235E+02
-122.19047,37.41544,7.042279E+01,3.665575E+01,1.209430E+02,6.648646E+01,1.744338E+02,9.472808E+01,2.101014E+02,1.170340E+02,2.615753E+02,1.401724E+02,3.070958E+02,1.604830E+02,3.280057E+02,1.761541E+02,3.397900E+02,1.817169E+02,3.782879E+02,1.931686E+02,3.911763E+02,2.053773E+02,4.188368E+02,2.178777E+02,4.473354E+02,2.252221E+02,4.775356E+02,2.355948E+02,5.088465E+02,2.547041E+02,5.145821E+02,2.460670E+02,5.308168E+02,2.476324E+02,5.355710E+02,2.525152E+02,5.528053E+02,2.619454E+02,5.586719E+02,2.664872E+02,5.482439E+02,2.683960E+02,5.646374E+02,2.691187E+02,5.819911E+02,2.761921E+02,5.400299E+02,2.690349E+02,5.773884E+02,2.724304E+02,5.652496E+02,2.787647E+02,5.490210E+02,2.733809E+02,5.913717E+02,2.690797E+02,5.668923E+02,2.732591E+02,5.371464E+02,2.670243E+02,5.673353E+02,2.725287E+02
-122.19016,37.46041,5.595597E+01,3.139617E+01,9.895086E+01,5.735510E+01,1.386971E+02,8.135201E+01,1.790662E+02,1.000689E+02,2.140090E+02,1.193742E+02,2.531646E+02,1.330049E+02,2.620858E+02,1.456718E+02,2.758930E+02,1.553855E+02,3.041647E+02,1.652507E+02,3.179601E+02,1.749275E+02,3.157590E+02,1.740888E+02,3.736001E+02,1.927433E+02,3.688111E+02,1.984805E+02,3.910563E+02,2.066057E+02,4.123025E+02,2.062705E+02,4.081860E+02,2.124543E+02,4.332036E+02,2.111267E+02,4.298620E+02,2.221364E+02,4.421281E+02,2.211522E+02,4.443121E+02,2.251230E+02,4.436948E+02,2.239745E+02,4.433741E+02,2.203274E+02,4.425623E+02,2.215067E+02,4.370282E+02,2.259934E+02,4.736674E+02,2.331864E+02,4.433455E+02,2.306928E+02,4.510611E+02,2.314135E+02,4.604491E+02,2.234086E+02,4.334990E+02,2.207188E+02,4.443589E+02,2.272182E+02
-122.18986,37.50537,4.853201E+01,2.920959E+01,8.322767E+01,5.233953E+01,1.212068E+02,7.477379E+01,1.513925E+02,9.119912E+01,1.888346E+02,1.075192E+02,2.104389E+02,1.225439E+02,2.347870E+02,1.344826E+02,2.426547E+02,1.415453E+02,2.549642E+02,1.486493E+02,2.800285E+02,1.618249E+02,2.842553E+02,1.612233E+02,3.193232E+02,1.725568E+02,3.211799E+02,1.802944E+02,3.313377E+02,1.829983E+02,3.341473E+02,1.800754E+02,3.565881E+02,1.861178E+02,3.541474E+02,1.942498E+02,3.693547E+02,1.960878E+02,3.587460E+02,1.963705E+02,3.788101E+02,2.013030E+02,3.808751E+02,1.992923E+02,3.704147E+02,2.033415E+02,3.707728E+02,1.999270E+02,3.836516E+02,2.016927E+02,3.763335E+02,2.033912E+02,3.716920E+02,2.028883E+02,3.828448E+02,2.025995E+02,3.823209E+02,2.041701E+02,3.776013E+02,1.998440E+02,3.904567E+02,2.020225E+02
-122.18955,37.55034,4.503195E+01,2.843529E+01,8.110352E+01,5.073093E+01,1.139447E+02,7.261822E+01,1.471711E+02,9.008682E+01,1.705318E+02,1.052995E+02,1.990796E+02,1.219165E+02,2.083353E+02,1.277768E+02,2.302715E+02,1.347700E+02,2.447137E+02,1.454739E+02,2.534111E+02,1.509857E+02,2.653166E+02,1.568291E+02,2.882007E+02,1.677480E+02,2.932142E+02,1.708260E+02,3.113660E+02,1.763234E+02,3.156878E+02,1.776317E+02,3.125409E+02,1.813995E+02,3.197094E+02,1.831454E+02,3.323478E+02,1.901053E+02,3.151986E+02,1.852973E+02,3.320408E+02,1.862058E+02,3.380717E+02,1.870984E+02,3.494396E+02,1.962670E+02,3.599831E+02,1.950579E+02,3.339424E+02,1.877289E+02,3.458536E+02,1.883325E+02,3.378536E+02,1.941213E+02,3.445485E+02,1.911167E+02,3.530565E+02,1.955602E+02,3.311670E+02,1.911126E+02,3.456659E+02,1.884913E+02
-122.18924,37.59531,4.353794E+01,2.837770E+01,8.092467E+01,5.130987E+01,1.204332E+02,7.466230E+01,1.443293E+02,9.320815E+01,1.782811E+02,1.097135E+02,2.004509E+02,1.237782E+02,2.168784E+02,1.333543E+02,2.273581E+02,1.376424E+02,2.462551E+02,1.494877E+02,2.565131E+02,1.537053E+02,2.667773E+02,1.587301E+02,2.628330E+02,1.610609E+02,2.907457E+02,1.744987E+02,3.107329E+02,1.784469E+02,2.993789E+02,1.808006E+02,3.029478E+02,1.812762E+02,3.068143E+02,1.822121E+02,3.162540E+02,1.849966E+02,3.235222E+02,1.898939E+02,3.296230E+02,1.937007E+02,3.282660E+02,1.902303E+02,3.142505E+02,1.873927E+02,3.156444E+02,1.889105E+02,3.289262E+02,1.888814E+02,3.247460E+02,1.891922E+02,3.194191E+02,1.876349E+02,3.262261E+02,1.912416E+02,3.207826E+02,1.889959E+02,3.077272E+02,1.849765E+02,3.227995E+02,1.881946E+02
-122.18893,37.64027,4.793942E+01,3.049716E+01,8.713325E+01,5.382095E+01,1.260603E+02,7.855415E+01,1.585655E+02,9.545527E+01,1.853504E+02,1.150288E+02,2.166330E+02,1.271775E+02,2.351970E+02,1.427464E+02,2.465101E+02,1.480459E+02,2.547716E+02,1.556024E+02,2.714438E+02,1.635694E+02,2.721694E+02,1.642845E+02,2.933788E+02,1.751996E+02,3.008593E+02,1.825324E+02,3.261811E+02,1.882798E+02,3.131508E+02,1.849524E+02,3.202656E+02,1.862437E+02,3.207661E+02,1.897050E+02,3.345008E+02,1.982422E+02,3.244979E+02,1.945207E+02,3.251841E+02,1.922117E+02,3.278271E+02,1.961855E+02,3.317897E+02,1.945648E+02,3.300468E+02,1.960072E+02,3.358164E+02,1.975818E+02,3.290764E+02,1.914303E+02,3.213872E+02,1.955603E+02,3.362813E+02,1.974120E+02,3.339043E+02,1.947223E+02,3.305220E+02,1.942845E+02,3.249709E+02,1.942311E+02
-122.18862,37.68524,5.534144E+01,3.271257E+01,9.539605E+01,5.943996E+01,1.381994E+02,8.524673E+01,1.747332E+02,1.049217E+02,2.073856E+02,1.252879E+02,2.425151E+02,1.427589E+02,2.606929E+02,1.495050E+02,2.697080E+02,1.599299E+02,2.792508E+02,1.633739E+02,3.052400E+02,1.740105E+02,3.108413E+02,1.812691E+02,3.177082E+02,1.836137E+02,3.407863E+02,1.931417E+02,3.411836E+02,1.952960E+02,3.455601E+02,1.994696E+02,3.616691E+02,2.032777E+02,3.603723E+02,2.032490E+02,3.548430E+02,2.050222E+02,3.367617E+02,1.996150E+02,3.636059E+02,2.034422E+02,3.748302E+02,2.074414E+02,3.726025E+02,2.126557E+02,3.754003E+02,2.166120E+02,3.790592E+02,2.111599E+02,3.580022E+02,2.079278E+02,3.526520E+02,2.070249E+02,3.629965E+02,2.064051E+02,3.598618E+02,2.039377E+02,3.444722E+02,2.034542E+02,3.456954E+02,2.049855E+02
-122.18831,37.73020,6.576186E+01,3.743894E+01,1.135435E+02,6.660219E+01,1.703231E+02,9.594144E+01,2.009220E+02,1.178750E+02,2.539718E+02,1.414478E+02,2.740626E+02,1.566146E+02,2.955661E+02,1.687793E+02,3.123310E+02,1.785362E+02,3.540019E+02,1.877618E+02,3.615308E+02,1.963183E+02,3.666849E+02,2.008913E+02,3.759466E+02,2.067206E+02,4.041465E+02,2.184432E+02,4.113491E+02,2.258397E+02,4.051898E+02,2.245274E+02,4.223648E+02,2.294466E+02,4.098729E+02,2.243380E+02,4.287735E+02,2.284023E+02,4.209289E+02,2.239557E+02,4.266022E+02,2.342475E+02,4.255925E+02,2.337189E+02,4.225488E+02,2.309661E+02,4.385607E+02,2.361813E+02,4.199868E+02,2.321196E+02,4.329621E+02,2.338634E+02,4.285445E+02,2.346828E+02,4.255231E+02,2.345250E+02,4.206975E+02,2.357487E+02,4.168418E+02,2.272558E+02,4.217239E+02,2.266882E+02
-122.18800,37.77517,7.468686E+01,4.144406E+01,1.357645E+02,7.493735E+01,1.997774E+02,1.075834E+02,2.515884E+02,1.344927E+02,2.863588E+02,1.601475E+02,3.566049E+02,1.814201E+02,3.731438E+02,1.940175E+02,3.878725E+02,2.047853E+02,4.203241E+02,2.145664E+02,4.312341E+02,2.240060E+02,4.834944E+02,2.355162E+02,4.825804E+02,2.340876E+02,5.205590E+02,2.581138E+02,5.005684E+02,2.517602E+02,5.281971E+02,2.528018E+02,4.951948E+02,2.545463E+02,5.229266E+02,2.582199E+02,5.002112E+02,2.620653E+02,5.348460E+02,2.563239E+02,5.151363E+02,2.581837E+02,5.089123E+02,2.604672E+02,5.082137E+02,2.593402E+02,5.063699E+02,2.593318E+02,5.163088E+02,2.636378E+02,5.379727E+02,2.632875E+02,4.973746E+02,2.523717E+02,5.257161E+02,2.629764E+02,5.076307E+02,2.607616E+02,5.011183E+02,2.562171E+02,5.073528E+02,2.592944E+02
-122.18769,37.82014,7.437915E+01,4.156167E+01,1.422184E+02,7.615700E+01,2.013040E+02,1.113947E+02,2.593278E+02,1.352045E+02,3.102015E+02,1.625158E+02,3.661325E+02,1.855828E+02,3.996195E+02,1.995103E+02,3.940348E+02,2.052320E+02,4.090496E+02,2.135938E+02,4.506813E+02,2.295392E+02,4.618604E+02,2.344519E+02,4.862690E+02,2.448251E+02,5.216584E+02,2.577300E+02,5.176472E+02,2.600632E+02,5.301056E+02,2.574619E+02,5.101330E+02,2.562758E+02,5.046465E+02,2.538105E+02,5.189138E+02,2.593534E+02,5.221704E+02,2.592843E+02,5.267673E+02,2.614525E+02,5.283037E+02,2.678129E+02,5.278322E+02,2.654136E+02,5.552991E+02,2.620706E+02,5.394924E+02,2.760501E+02,5.477613E+02,2.695378E+02,5.315246E+02,2.628762E+02,5.381685E+02,2.688038E+02,5.350700E+02,2.619129E+02,5.107907E+02,2.604433E+02,5.106926E+02,2.638944E+02
-122.18738,37.86510,6.877629E+01,3.900265E+01,1.267304E+02,7.113005E+01,1.810335E+02,9.966485E+01,2.306697E+02,1.245297E+02,2.617453E+02,1.463097E+02,3.008836E+02,1.689044E+02,3.325244E+02,1.781128E+02,3.545413E+02,1.866512E+02,3.753856E+02,1.979969E+02,3.822251E+02,2.055366E+02,4.185065E+02,2.191224E+02,4.427258E+02,2.241257E+02,4.499047E+02,2.335367E+02,4.643469E+02,2.360255E+02,4.655797E+02,2.384050E+02,4.588576E+02,2.339952E+02,4.558573E+02,2.298390E+02,4.672767E+02,2.416912E+02,4.590484E+02,2.431112E+02,4.564058E+02,2.410063E+02,4.733886E+02,2.413868E+02,4.518653E+02,2.410207E+02,4.788351E+02,2.444534E+02,4.965870E+02,2.515785E+02,4.763083E+02,2.463025E+02,4.790270E+02,2.410293E+02,5.016040E+02,2.485578E+02,4.679899E+02,2.399810E+02,4.520420E+02,2.392447E+02,4.901861E+02,2.415841E+02
-122.18706,37.91007,5.743377E+01,3.530772E+01,1.083788E+02,6.186120E+01,1.541330E+02,9.084424E+01,1.879234E+02,1.089820E+02,2.152431E+02,1.298864E+02,2.629715E+02,1.501384E+02,2.780874E+02,1.584567E+02,2.870074E+02,1.619014E+02,3.211535E+02,1.727682E+02,3.263053E+02,1.772609E+02,3.351069E+02,1.873918E+02,3.535547E+02,1.920224E+02,3.835398E+02,2.039307E+02,3.783824E+02,2.034810E+02,3.951800E+02,2.061412E+02,3.954346E+02,2.065372E+02,4.035209E+02,2.088393E+02,3.970623E+02,2.134793E+02,4.064819E+02,2.096419E+02,4.076100E+02,2.138501E+02,4.164182E+02,2.189807E+02,4.061627E+02,2.195241E+02,3.856069E+02,2.105659E+02,4.202966E+02,2.183958E+02,4.128721E+02,2.198500E+02,4.132151E+02,2.254537E+02,3.948988E+02,2.175159E+02,4.041398E+02,2.147460E+02,3.925619E+02,2.138740E+02,4.013496E+02,2.146605E+02
-122.18675,37.95503,5.692949E+01,3.260249E+01,1.012843E+02,5.943866E+01,1.453759E+02,8.568857E+01,1.841079E+02,1.048714E+02,2.073787E+02,1.236575E+02,2.432155E+02,1.405892E+02,2.540246E+02,1.474712E+02,2.756562E+02,1.586385E+02,2.948960E+02,1.623410E+02,3.125043E+02,1.710578E+02,3.195679E+02,1.766389E+02,3.411830E+02,1.825536E+02,3.430807E+02,1.886441E+02,3.394740E+02,1.928013E+02,3.651020E+02,1.939508E+02,3.704296E+02,1.970167E+02,3.840071E+02,1.983134E+02,3.718955E+02,2.003515E+02,3.680249E+02,1.977583E+02,3.899482E+02,2.009785E+02,3.804736E+02,2.051339E+02,3.677325E+02,2.012534E+02,3.739078E+02,2.031797E+02,3.813359E+02,2.076464E+02,3.749372E+02,2.009373E+02,3.639251E+02,2.043367E+02,3.700618E+02,2.084268E+02,3.793507E+02,2.024834E+02,3.694936E+02,1.938170E+02,3.714216E+02,2.036226E+02
