# source_model_tree_path=('ltbrTrueMean',), gsim_tree_path=('b1',), investigation_time=50.0
lon,lat,FIV3(0.1)-0.02,FIV3(0.1)-0.1,FIV3(0.2)-0.02,FIV3(0.2)-0.1,FIV3(0.3)-0.02,FIV3(0.3)-0.1,FIV3(0.4)-0.02,FIV3(0.4)-0.1,FIV3(0.5)-0.02,FIV3(0.5)-0.1,FIV3(0.6)-0.02,FIV3(0.6)-0.1,FIV3(0.7)-0.02,FIV3(0.7)-0.1,FIV3(0.8)-0.02,FIV3(0.8)-0.1,FIV3(0.9)-0.02,FIV3(0.9)-0.1,FIV3(1.0)-0.02,FIV3(1.0)-0.1,FIV3(1.1)-0.02,FIV3(1.1)-0.1,FIV3(1.2)-0.02,FIV3(1.2)-0.1,FIV3(1.3)-0.02,FIV3(1.3)-0.1,FIV3(1.4)-0.02,FIV3(1.4)-0.1,FIV3(1.5)-0.02,FIV3(1.5)-0.1,FIV3(1.6)-0.02,FIV3(1.6)-0.1,FIV3(1.7)-0.02,FIV3(1.7)-0.1,FIV3(1.8)-0.02,FIV3(1.8)-0.1,FIV3(1.9)-0.02,FIV3(1.9)-0.1,FIV3(2.0)-0.02,FIV3(2.0)-0.1,FIV3(2.1)-0.02,FIV3(2.1)-0.1,FIV3(2.2)-0.02,FIV3(2.2)-0.1,FIV3(2.3)-0.02,FIV3(2.3)-0.1,FIV3(2.4)-0.02,FIV3(2.4)-0.1,FIV3(2.5)-0.02,FIV3(2.5)-0.1,FIV3(2.6)-0.02,FIV3(2.6)-0.1,FIV3(2.7)-0.02,FIV3(2.7)-0.1,FIV3(2.8)-0.02,FIV3(2.8)-0.1,FIV3(2.9)-0.02,FIV3(2.9)-0.1,FIV3(3.0)-0.02,FIV3(3.0)-0.1
-122.47175,38.00000,4.619996E+01,2.836535E+01,8.702538E+01,5.112074E+01,1.180448E+02,7.296052E+01,1.492085E+02,9.007640E+01,1.860072E+02,1.100709E+02,2.146703E+02,1.210331E+02,2.257790E+02,1.288827E+02,2.348951E+02,1.335180E+02,2.473805E+02,1.416801E+02,2.807896E+02,1.544205E+02,2.806223E+02,1.569397E+02,2.937004E+02,1.641236E+02,3.093136E+02,1.708735E+02,3.253364E+02,1.797903E+02,3.167723E+02,1.752585E+02,3.195072E+02,1.778516E+02,3.208260E+02,1.826630E+02,3.328533E+02,1.812824E+02,3.410032E+02,1.848210E+02,3.483056E+02,1.928058E+02,3.425144E+02,1.876124E+02,3.343740E+02,1.883627E+02,3.527764E+02,1.935194E+02,3.453209E+02,1.907405E+02,3.507653E+02,1.919183E+02,3.265482E+02,1.877927E+02,3.527569E+02,1.946845E+02,3.544734E+02,1.956618E+02,3.393623E+02,1.930052E+02,3.391249E+02,1.915884E+02
-122.41844,37.01075,3.276489E+01,1.862617E+01,5.954997E+01,3.348004E+01,8.425902E+01,4.806556E+01,1.027314E+02,5.908389E+01,1.195869E+02,6.976290E+01,1.368291E+02,7.743947E+01,1.531346E+02,8.481862E+01,1.587569E+02,8.886562E+01,1.698707E+02,9.461304E+01,1.773500E+02,9.787341E+01,1.816004E+02,9.947939E+01,2.002084E+02,1.055806E+02,1.934039E+02,1.075405E+02,2.130131E+02,1.151362E+02,2.189529E+02,1.133078E+02,2.035958E+02,1.125937E+02,2.088316E+02,1.144475E+02,2.163229E+02,1.185700E+02,2.136134E+02,1.168169E+02,2.159145E+02,1.166520E+02,2.303904E+02,1.216844E+02,2.195910E+02,1.150532E+02,2.243484E+02,1.188453E+02,2.174641E+02,1.194749E+02,2.205287E+02,1.187048E+02,2.231402E+02,1.197488E+02,2.411834E+02,1.213976E+02,2.238243E+02,1.187642E+02,2.240059E+02,1.172792E+02,2.184531E+02,1.190263E+02
-122.41828,37.05571,3.261973E+01,1.887677E+01,6.055295E+01,3.461996E+01,8.764690E+01,4.976712E+01,1.068836E+02,6.040766E+01,1.286208E+02,7.279462E+01,1.453719E+02,8.016874E+01,1.547505E+02,8.747056E+01,1.630975E+02,9.036075E+01,1.628708E+02,9.342660E+01,1.802595E+02,9.855836E+01,1.905717E+02,1.040946E+02,1.992100E+02,1.085420E+02,2.097451E+02,1.121480E+02,2.064701E+02,1.128143E+02,2.145246E+02,1.169222E+02,2.079276E+02,1.133183E+02,2.237858E+02,1.185592E+02,2.366353E+02,1.195474E+02,2.276328E+02,1.169998E+02,2.286933E+02,1.224422E+02,2.233895E+02,1.202035E+02,2.253552E+02,1.217145E+02,2.232015E+02,1.214153E+02,2.345097E+02,1.236447E+02,2.335794E+02,1.214589E+02,2.276622E+02,1.220985E+02,2.248776E+02,1.232691E+02,2.331264E+02,1.246259E+02,2.226307E+02,1.201352E+02,2.354549E+02,1.229866E+02
-122.41811,37.10068,3.376555E+01,1.941829E+01,6.332234E+01,3.596621E+01,9.133663E+01,5.194706E+01,1.100470E+02,6.243087E+01,1.299855E+02,7.412376E+01,1.498566E+02,8.310233E+01,1.628215E+02,8.997398E+01,1.701040E+02,9.505992E+01,1.919097E+02,1.008377E+02,1.908571E+02,1.058132E+02,1.972269E+02,1.083138E+02,2.107320E+02,1.135828E+02,2.183417E+02,1.151172E+02,2.243691E+02,1.232249E+02,2.344441E+02,1.218063E+02,2.311912E+02,1.200217E+02,2.411545E+02,1.239861E+02,2.587284E+02,1.276041E+02,2.383026E+02,1.254374E+02,2.444170E+02,1.298645E+02,2.384540E+02,1.279344E+02,2.534648E+02,1.276111E+02,2.500023E+02,1.280787E+02,2.470136E+02,1.308800E+02,2.505704E+02,1.300540E+02,2.544298E+02,1.310394E+02,2.514020E+02,1.303949E+02,2.493321E+02,1.294892E+02,2.456473E+02,1.275313E+02,2.518661E+02,1.324538E+02
-122.41794,37.14564,3.826960E+01,2.121958E+01,6.587898E+01,3.730668E+01,9.714505E+01,5.475864E+01,1.166036E+02,6.644375E+01,1.395146E+02,7.896476E+01,1.572758E+02,8.917127E+01,1.800437E+02,9.847659E+01,1.858688E+02,1.000627E+02,2.058167E+02,1.080361E+02,2.048210E+02,1.098926E+02,2.111522E+02,1.141304E+02,2.217682E+02,1.211474E+02,2.429469E+02,1.282067E+02,2.422159E+02,1.297185E+02,2.585594E+02,1.279167E+02,2.503762E+02,1.319155E+02,2.646789E+02,1.343350E+02,2.648415E+02,1.352063E+02,2.620071E+02,1.342641E+02,2.690880E+02,1.374421E+02,2.659881E+02,1.388047E+02,2.795824E+02,1.412443E+02,2.778721E+02,1.420387E+02,2.760227E+02,1.398709E+02,2.754191E+02,1.396681E+02,2.708589E+02,1.362135E+02,2.875068E+02,1.441657E+02,2.808904E+02,1.412074E+02,2.763977E+02,1.408269E+02,2.672501E+02,1.367960E+02
-122.41777,37.19061,4.217546E+01,2.210505E+01,7.630372E+01,4.098221E+01,1.064297E+02,5.883216E+01,1.347301E+02,7.167507E+01,1.576764E+02,8.610892E+01,1.830508E+02,9.421524E+01,1.952556E+02,1.040370E+02,2.054814E+02,1.087757E+02,2.172749E+02,1.115940E+02,2.317979E+02,1.186580E+02,2.399772E+02,1.222618E+02,2.585383E+02,1.280341E+02,2.763614E+02,1.365218E+02,2.772261E+02,1.398333E+02,2.999346E+02,1.434852E+02,2.923266E+02,1.394603E+02,2.830016E+02,1.440743E+02,3.126915E+02,1.506443E+02,2.949840E+02,1.436705E+02,3.256546E+02,1.491962E+02,2.999491E+02,1.503184E+02,2.961210E+02,1.494933E+02,2.987712E+02,1.466991E+02,3.099226E+02,1.486903E+02,3.012772E+02,1.518815E+02,3.183143E+02,1.521010E+02,3.178581E+02,1.506687E+02,3.171931E+02,1.519931E+02,3.084129E+02,1.458923E+02,3.084345E+02,1.476575E+02
-122.41760,37.23558,4.491993E+01,2.450494E+01,8.399702E+01,4.423966E+01,1.168888E+02,6.398854E+01,1.498413E+02,7.768160E+01,1.819193E+02,9.051136E+01,2.102794E+02,1.051702E+02,2.240252E+02,1.110949E+02,2.350687E+02,1.160831E+02,2.573975E+02,1.248569E+02,2.713556E+02,1.327379E+02,2.771377E+02,1.322846E+02,3.002791E+02,1.403468E+02,3.100330E+02,1.448529E+02,3.346932E+02,1.557406E+02,3.591929E+02,1.551231E+02,3.320628E+02,1.570902E+02,3.450844E+02,1.577092E+02,3.296566E+02,1.593677E+02,3.640009E+02,1.584253E+02,3.651462E+02,1.615919E+02,3.588062E+02,1.686033E+02,3.532256E+02,1.625044E+02,3.596912E+02,1.724634E+02,3.687674E+02,1.708610E+02,3.644595E+02,1.674819E+02,3.502209E+02,1.642526E+02,3.530177E+02,1.651699E+02,3.638140E+02,1.635752E+02,3.610356E+02,1.636537E+02,3.558955E+02,1.675679E+02
-122.41744,37.28054,5.187496E+01,2.631119E+01,9.592864E+01,4.824669E+01,1.393446E+02,6.858207E+01,1.761324E+02,8.424364E+01,2.081994E+02,9.928140E+01,2.326369E+02,1.122595E+02,2.650680E+02,1.224609E+02,2.664646E+02,1.285266E+02,2.781514E+02,1.356418E+02,3.138108E+02,1.485201E+02,3.126329E+02,1.466317E+02,3.338534E+02,1.555205E+02,3.648696E+02,1.625763E+02,3.660316E+02,1.677231E+02,3.885227E+02,1.694837E+02,3.798297E+02,1.679048E+02,3.704447E+02,1.712314E+02,4.082495E+02,1.764512E+02,4.022791E+02,1.755703E+02,4.259931E+02,1.776689E+02,3.959458E+02,1.829198E+02,3.884156E+02,1.814151E+02,4.004667E+02,1.803373E+02,4.392030E+02,1.868225E+02,4.052990E+02,1.818666E+02,4.226889E+02,1.833831E+02,4.293715E+02,1.884074E+02,4.151566E+02,1.841338E+02,3.957351E+02,1.796680E+02,4.082548E+02,1.822327E+02
-122.41727,37.32551,6.016788E+01,2.888180E+01,1.079001E+02,5.180132E+01,1.537333E+02,7.381335E+01,1.896662E+02,8.986681E+01,2.309904E+02,1.064337E+02,2.618278E+02,1.229418E+02,2.929528E+02,1.367839E+02,3.049253E+02,1.377075E+02,3.234799E+02,1.497327E+02,3.536058E+02,1.643254E+02,3.612802E+02,1.597744E+02,3.805444E+02,1.665585E+02,4.315144E+02,1.780135E+02,4.164217E+02,1.836639E+02,4.329293E+02,1.864165E+02,4.444451E+02,1.860308E+02,4.325335E+02,1.874420E+02,4.726973E+02,1.948076E+02,4.741054E+02,1.920198E+02,4.671458E+02,1.977870E+02,4.787654E+02,1.989537E+02,4.515029E+02,1.979899E+02,4.519394E+02,1.995733E+02,4.550221E+02,1.996331E+02,4.601505E+02,2.035411E+02,4.546088E+02,1.942090E+02,4.999901E+02,2.040466E+02,4.569848E+02,1.984565E+02,4.521128E+02,1.999062E+02,4.426301E+02,1.979552E+02
-122.41710,37.37047,6.526954E+01,3.179755E+01,1.091662E+02,5.592251E+01,1.672311E+02,7.954083E+01,2.035934E+02,9.996737E+01,2.411871E+02,1.194458E+02,2.765089E+02,1.344207E+02,3.168856E+02,1.465132E+02,3.184974E+02,1.511216E+02,3.468459E+02,1.573356E+02,3.618149E+02,1.677047E+02,3.870165E+02,1.714743E+02,4.257190E+02,1.839781E+02,4.466904E+02,1.953637E+02,4.610369E+02,2.043248E+02,4.852020E+02,2.080216E+02,4.810069E+02,2.048736E+02,4.629106E+02,2.049248E+02,4.915852E+02,2.114595E+02,4.931063E+02,2.145318E+02,4.989908E+02,2.221148E+02,4.743328E+02,2.145192E+02,4.788845E+02,2.189391E+02,4.853782E+02,2.203382E+02,5.174463E+02,2.224456E+02,4.873706E+02,2.217678E+02,4.881900E+02,2.193432E+02,5.023118E+02,2.244434E+02,5.056028E+02,2.208351E+02,4.857850E+02,2.170383E+02,4.839248E+02,2.199447E+02
-122.41693,37.41544,6.377816E+01,3.283474E+01,1.107843E+02,5.918610E+01,1.659916E+02,8.459033E+01,2.084729E+02,1.062993E+02,2.516134E+02,1.278006E+02,2.808664E+02,1.438827E+02,3.115344E+02,1.534814E+02,3.293090E+02,1.619259E+02,3.449269E+02,1.716281E+02,3.703435E+02,1.825900E+02,3.966200E+02,1.838695E+02,4.327713E+02,2.028992E+02,4.355633E+02,2.067076E+02,4.811280E+02,2.212268E+02,4.981069E+02,2.226321E+02,4.915552E+02,2.261777E+02,4.720162E+02,2.235706E+02,5.003103E+02,2.345707E+02,4.831379E+02,2.377284E+02,5.341829E+02,2.412997E+02,5.330728E+02,2.404351E+02,4.926456E+02,2.401236E+02,4.964081E+02,2.399051E+02,5.052238E+02,2.431217E+02,5.225447E+02,2.404593E+02,5.081035E+02,2.422616E+02,5.018364E+02,2.423447E+02,5.340564E+02,2.409301E+02,5.021850E+02,2.410651E+02,5.133511E+02,2.403538E+02
-122.41676,37.46041,6.234170E+01,3.484606E+01,1.091032E+02,6.246811E+01,1.531627E+02,8.765066E+01,2.025170E+02,1.090347E+02,2.401911E+02,1.291336E+02,2.688708E+02,1.468549E+02,3.044219E+02,1.580324E+02,3.187949E+02,1.644050E+02,3.491369E+02,1.764054E+02,3.620923E+02,1.888594E+02,3.798211E+02,1.993690E+02,4.157501E+02,2.093522E+02,4.338919E+02,2.235914E+02,4.620445E+02,2.330551E+02,4.778224E+02,2.344525E+02,4.695139E+02,2.310981E+02,4.918620E+02,2.386854E+02,5.303416E+02,2.450071E+02,5.161745E+02,2.496620E+02,5.166948E+02,2.584814E+02,5.318380E+02,2.585816E+02,5.002427E+02,2.521493E+02,4.986995E+02,2.557545E+02,5.437347E+02,2.573777E+02,4.978153E+02,2.623911E+02,5.040720E+02,2.519123E+02,5.100788E+02,2.549712E+02,5.452102E+02,2.620828E+02,5.230171E+02,2.610355E+02,5.057980E+02,2.568226E+02
-122.41659,37.50537,6.542251E+01,3.622240E+01,1.167439E+02,6.516654E+01,1.674732E+02,9.358907E+01,2.152145E+02,1.159725E+02,2.499040E+02,1.385340E+02,3.003520E+02,1.557337E+02,3.209601E+02,1.697353E+02,3.324706E+02,1.771082E+02,3.718613E+02,1.950922E+02,4.108423E+02,2.107223E+02,4.091496E+02,2.114906E+02,4.605908E+02,2.276933E+02,4.792973E+02,2.497479E+02,5.100902E+02,2.491288E+02,5.148706E+02,2.553445E+02,5.399005E+02,2.582961E+02,5.653150E+02,2.704294E+02,5.651652E+02,2.742546E+02,5.680628E+02,2.705904E+02,5.947285E+02,2.823862E+02,5.627339E+02,2.754321E+02,5.871792E+02,2.827987E+02,5.797162E+02,2.825647E+02,6.158439E+02,2.887132E+02,6.017357E+02,2.814961E+02,5.868224E+02,2.822788E+02,5.795878E+02,2.846109E+02,5.768579E+02,2.839567E+02,5.872681E+02,2.783453E+02,5.984557E+02,2.776391E+02
-122.41642,37.55034,7.727346E+01,3.978967E+01,1.372942E+02,7.298646E+01,1.997939E+02,1.040023E+02,2.592180E+02,1.273040E+02,3.081027E+02,1.557038E+02,3.548396E+02,1.827353E+02,3.907865E+02,1.965694E+02,4.288410E+02,2.060368E+02,4.723626E+02,2.287981E+02,5.031205E+02,2.385694E+02,4.962462E+02,2.477204E+02,5.592320E+02,2.670748E+02,6.071521E+02,2.817988E+02,6.233580E+02,2.946555E+02,6.215797E+02,2.967613E+02,6.437869E+02,3.037286E+02,6.904749E+02,3.205647E+02,6.762601E+02,3.063026E+02,6.899650E+02,3.158312E+02,6.910761E+02,3.195040E+02,7.268501E+02,3.251926E+02,6.959754E+02,3.211437E+02,6.904873E+02,3.221419E+02,7.101782E+02,3.204029E+02,7.100045E+02,3.252234E+02,7.115457E+02,3.157565E+02,6.989139E+02,3.295758E+02,7.108818E+02,3.295296E+02,7.287173E+02,3.338215E+02,7.044453E+02,3.133824E+02
-122.41624,37.59531,8.215088E+01,4.206896E+01,1.503431E+02,7.751747E+01,2.122362E+02,1.084125E+02,2.754281E+02,1.343141E+02,3.466116E+02,1.651184E+02,3.996835E+02,1.918266E+02,4.301136E+02,2.067328E+02,4.722102E+02,2.260264E+02,5.155833E+02,2.354432E+02,5.741666E+02,2.625691E+02,5.903599E+02,2.697303E+02,6.071761E+02,2.827071E+02,6.617975E+02,2.878519E+02,6.746582E+02,3.220017E+02,7.402251E+02,3.287140E+02,6.899477E+02,3.153728E+02,7.373194E+02,3.204621E+02,7.855342E+02,3.346307E+02,7.979924E+02,3.381288E+02,7.702137E+02,3.475541E+02,8.017869E+02,3.412475E+02,7.508496E+02,3.445320E+02,7.491659E+02,3.467929E+02,7.728429E+02,3.509387E+02,8.155032E+02,3.494137E+02,7.641547E+02,3.538699E+02,8.021956E+02,3.469835E+02,7.844218E+02,3.510439E+02,7.594816E+02,3.497283E+02,7.263944E+02,3.398498E+02
-122.41607,37.64027,7.075090E+01,3.668670E+01,1.250571E+02,6.682098E+01,1.843249E+02,9.442857E+01,2.340018E+02,1.178023E+02,2.753386E+02,1.443222E+02,3.150578E+02,1.607353E+02,3.627547E+02,1.730793E+02,3.841530E+02,1.875447E+02,4.092850E+02,1.932309E+02,4.575258E+02,2.165496E+02,4.788701E+02,2.234043E+02,5.285731E+02,2.493983E+02,5.415069E+02,2.598675E+02,5.725412E+02,2.654782E+02,5.990442E+02,2.621632E+02,5.778915E+02,2.745647E+02,6.289958E+02,2.742258E+02,6.162397E+02,2.890415E+02,6.337402E+02,2.940450E+02,6.442706E+02,2.976560E+02,6.309784E+02,2.872371E+02,6.452178E+02,2.887249E+02,6.383725E+02,2.880162E+02,6.417808E+02,2.916002E+02,6.637493E+02,2.936974E+02,6.436708E+02,2.913477E+02,6.297511E+02,2.973247E+02,6.096390E+02,2.935450E+02,6.269326E+02,2.951696E+02,6.484770E+02,3.025677E+02
-122.41590,37.68524,5.692949E+01,3.207611E+01,1.020282E+02,5.599494E+01,1.501404E+02,8.255677E+01,1.766156E+02,9.999055E+01,2.216447E+02,1.199296E+02,2.485546E+02,1.356387E+02,2.730838E+02,1.469761E+02,3.063974E+02,1.544704E+02,3.264050E+02,1.656905E+02,3.436570E+02,1.776888E+02,3.596325E+02,1.814629E+02,4.011223E+02,1.991522E+02,4.273691E+02,2.088628E+02,4.378776E+02,2.095414E+02,4.457648E+02,2.242283E+02,4.590083E+02,2.196769E+02,4.730430E+02,2.245368E+02,4.920835E+02,2.319830E+02,4.917447E+02,2.302731E+02,5.004475E+02,2.411902E+02,5.184399E+02,2.462086E+02,4.965210E+02,2.394139E+02,4.945314E+02,2.402033E+02,4.846615E+02,2.381757E+02,4.961188E+02,2.388712E+02,5.073510E+02,2.427088E+02,5.014683E+02,2.454509E+02,5.239029E+02,2.412153E+02,4.785625E+02,2.366954E+02,4.956745E+02,2.389280E+02
-122.41573,37.73020,4.913817E+01,2.886369E+01,8.725103E+01,5.250585E+01,1.275428E+02,7.370932E+01,1.541395E+02,8.895405E+01,1.919179E+02,1.070646E+02,2.093630E+02,1.204005E+02,2.367087E+02,1.310850E+02,2.500027E+02,1.387904E+02,2.608193E+02,1.479387E+02,2.934368E+02,1.584943E+02,3.037336E+02,1.629429E+02,3.447332E+02,1.745605E+02,3.383940E+02,1.808794E+02,3.652619E+02,1.901913E+02,3.692966E+02,1.848312E+02,3.744217E+02,1.889315E+02,3.981722E+02,1.986397E+02,4.066870E+02,1.996343E+02,3.838935E+02,1.988753E+02,3.886351E+02,2.039095E+02,4.128571E+02,2.095192E+02,4.000012E+02,2.062175E+02,3.994592E+02,2.054137E+02,3.939408E+02,2.057386E+02,4.170975E+02,2.108534E+02,4.100010E+02,2.133500E+02,4.060065E+02,2.055251E+02,4.161925E+02,2.140110E+02,4.032581E+02,2.118120E+02,4.001529E+02,2.047181E+02
-122.41556,37.77517,4.400104E+01,2.679591E+01,7.924378E+01,4.889521E+01,1.169245E+02,6.873056E+01,1.446513E+02,8.589242E+01,1.686941E+02,9.993535E+01,1.871876E+02,1.140850E+02,2.180994E+02,1.247415E+02,2.232901E+02,1.294956E+02,2.514642E+02,1.405116E+02,2.634330E+02,1.498226E+02,2.666627E+02,1.510039E+02,2.984037E+02,1.619640E+02,3.172037E+02,1.724293E+02,3.199162E+02,1.746829E+02,3.241179E+02,1.765356E+02,3.266096E+02,1.783415E+02,3.401548E+02,1.821294E+02,3.320654E+02,1.872475E+02,3.441280E+02,1.841061E+02,3.396256E+02,1.866275E+02,3.582451E+02,1.887325E+02,3.472245E+02,1.896454E+02,3.533193E+02,1.947625E+02,3.486642E+02,1.921519E+02,3.501167E+02,1.870108E+02,3.583294E+02,1.896859E+02,3.478371E+02,1.896587E+02,3.464066E+02,1.889695E+02,3.535875E+02,1.907352E+02,3.523973E+02,1.903171E+02
-122.41538,37.82014,4.221522E+01,2.615179E+01,7.672855E+01,4.733992E+01,1.127889E+02,6.841445E+01,1.395388E+02,8.484011E+01,1.670655E+02,1.012820E+02,1.888094E+02,1.130124E+02,2.030335E+02,1.210081E+02,2.026470E+02,1.241434E+02,2.315976E+02,1.350073E+02,2.583825E+02,1.453338E+02,2.480511E+02,1.482013E+02,2.682506E+02,1.534982E+02,2.987790E+02,1.658806E+02,2.874742E+02,1.670731E+02,2.993523E+02,1.700548E+02,3.014979E+02,1.682030E+02,3.185143E+02,1.724373E+02,3.192871E+02,1.799768E+02,3.169113E+02,1.800046E+02,3.267980E+02,1.844853E+02,3.284111E+02,1.823087E+02,3.250509E+02,1.820547E+02,3.303180E+02,1.849086E+02,3.285051E+02,1.818300E+02,3.302342E+02,1.854151E+02,3.253235E+02,1.850989E+02,3.436171E+02,1.877441E+02,3.399556E+02,1.843438E+02,3.276700E+02,1.860323E+02,3.160733E+02,1.816889E+02
-122.41521,37.86510,4.225415E+01,2.624000E+01,7.682693E+01,4.696548E+01,1.092067E+02,6.772300E+01,1.384486E+02,8.360413E+01,1.633112E+02,1.003561E+02,1.913849E+02,1.140615E+02,2.027675E+02,1.193944E+02,2.196243E+02,1.310369E+02,2.263341E+02,1.350124E+02,2.519783E+02,1.438085E+02,2.426661E+02,1.455945E+02,2.776946E+02,1.557854E+02,2.739947E+02,1.567794E+02,2.886122E+02,1.670849E+02,2.971243E+02,1.690276E+02,2.944622E+02,1.735847E+02,2.935763E+02,1.670266E+02,3.132904E+02,1.771112E+02,3.054118E+02,1.728276E+02,3.211139E+02,1.772233E+02,3.172412E+02,1.784057E+02,3.175150E+02,1.814533E+02,3.047207E+02,1.776884E+02,3.329801E+02,1.837836E+02,3.133227E+02,1.808693E+02,3.145782E+02,1.811508E+02,3.182987E+02,1.859078E+02,3.207898E+02,1.781780E+02,3.253929E+02,1.860049E+02,3.088265E+02,1.790866E+02
-122.41504,37.91007,4.334773E+01,2.700025E+01,8.204071E+01,4.916420E+01,1.181406E+02,6.996587E+01,1.422796E+02,8.640571E+01,1.657595E+02,1.024171E+02,1.847292E+02,1.136937E+02,2.111799E+02,1.231830E+02,2.197814E+02,1.308766E+02,2.371630E+02,1.393766E+02,2.489739E+02,1.448465E+02,2.583589E+02,1.525174E+02,2.808805E+02,1.595955E+02,2.904578E+02,1.645829E+02,2.963523E+02,1.728560E+02,2.996286E+02,1.716621E+02,3.060266E+02,1.761811E+02,3.059090E+02,1.758731E+02,3.365256E+02,1.815409E+02,3.210816E+02,1.826665E+02,3.300684E+02,1.808412E+02,3.308143E+02,1.862192E+02,3.332553E+02,1.883817E+02,3.188260E+02,1.814313E+02,3.233824E+02,1.825458E+02,3.257183E+02,1.821833E+02,3.135261E+02,1.848554E+02,3.297670E+02,1.884127E+02,3.360364E+02,1.874594E+02,3.216369E+02,1.845199E+02,3.227783E+02,1.842263E+02
-122.41486,37.95503,4.802003E+01,2.835521E+01,9.236858E+01,5.333985E+01,1.305838E+02,7.642510E+01,1.616168E+02,9.274217E+01,2.059117E+02,1.151724E+02,2.216953E+02,1.256322E+02,2.363170E+02,1.322447E+02,2.512937E+02,1.410468E+02,2.622479E+02,1.490199E+02,2.779616E+02,1.603436E+02,2.955642E+02,1.597925E+02,3.154364E+02,1.701525E+02,3.302678E+02,1.806709E+02,3.261544E+02,1.842236E+02,3.378696E+02,1.868936E+02,3.612061E+02,1.879324E+02,3.461942E+02,1.874524E+02,3.503103E+02,1.910093E+02,3.598327E+02,1.936598E+02,3.673393E+02,1.977433E+02,3.596597E+02,1.975033E+02,3.519804E+02,1.945163E+02,3.693581E+02,1.965593E+02,3.484766E+02,1.941028E+02,3.734506E+02,1.947748E+02,3.435504E+02,1.923939E+02,3.626451E+02,2.004431E+02,3.784223E+02,1.943719E+02,3.480115E+02,1.941747E+02,3.450827E+02,1.859500E+02
-122.41469,38.00000,6.063265E+01,3.300810E+01,1.079262E+02,5.949582E+01,1.627749E+02,8.687892E+01,1.846902E+02,1.060715E+02,2.346132E+02,1.262073E+02,2.745338E+02,1.406660E+02,2.948829E+02,1.546816E+02,3.069603E+02,1.617270E+02,3.316044E+02,1.713039E+02,3.457999E+02,1.802181E+02,3.557286E+02,1.812795E+02,3.928853E+02,1.943960E+02,3.932157E+02,1.974004E+02,3.773679E+02,2.028307E+02,3.866482E+02,2.003026E+02,4.161509E+02,2.093116E+02,4.218978E+02,2.079423E+02,4.137035E+02,2.150112E+02,4.104118E+02,2.085608E+02,4.373198E+02,2.153535E+02,4.367604E+02,2.261868E+02,4.235892E+02,2.132181E+02,4.300779E+02,2.179869E+02,4.389902E+02,2.228352E+02,4.279882E+02,2.188283E+02,4.397755E+02,2.159482E+02,4.421980E+02,2.219554E+02,4.485739E+02,2.188763E+02,4.181771E+02,2.182963E+02,4.288070E+02,2.153418E+02
-122.36213,37.01075,3.612681E+01,2.063720E+01,6.544883E+01,3.713952E+01,9.830115E+01,5.365021E+01,1.148202E+02,6.514199E+01,1.390236E+02,7.764479E+01,1.579978E+02,8.719280E+01,1.632676E+02,9.135607E+01,1.744268E+02,9.694535E+01,1.901319E+02,1.014510E+02,1.984891E+02,1.072422E+02,2.140444E+02,1.112418E+02,2.252522E+02,1.191004E+02,2.218155E+02,1.189414E+02,2.358935E+02,1.252467E+02,2.401723E+02,1.252208E+02,2.443807E+02,1.225387E+02,2.365899E+02,1.249944E+02,2.602386E+02,1.307184E+02,2.559254E+02,1.277471E+02,2.650468E+02,1.293908E+02,2.633085E+02,1.350859E+02,2.563228E+02,1.303736E+02,2.575897E+02,1.299649E+02,2.565530E+02,1.319706E+02,2.622260E+02,1.325200E+02,2.653325E+02,1.346812E+02,2.663767E+02,1.338000E+02,2.635928E+02,1.324504E+02,2.622968E+02,1.325782E+02,2.649295E+02,1.329357E+02
-122.36193,37.05571,3.752156E+01,2.153555E+01,6.870004E+01,3.777143E+01,9.675286E+01,5.521222E+01,1.208185E+02,6.682918E+01,1.420036E+02,7.932194E+01,1.641987E+02,8.854549E+01,1.716748E+02,9.312318E+01,1.905889E+02,1.003015E+02,2.013048E+02,1.074312E+02,2.119100E+02,1.131320E+02,2.221836E+02,1.146088E+02,2.227307E+02,1.192317E+02,2.584217E+02,1.267702E+02,2.605186E+02,1.318880E+02,2.595080E+02,1.299962E+02,2.540499E+02,1.285229E+02,2.612462E+02,1.298397E+02,2.681453E+02,1.344276E+02,2.680143E+02,1.326510E+02,2.710027E+02,1.347196E+02,2.691219E+02,1.388877E+02,2.655655E+02,1.387837E+02,2.769523E+02,1.407658E+02,2.704635E+02,1.345344E+02,2.666776E+02,1.349573E+02,2.790830E+02,1.347383E+02,2.821823E+02,1.370091E+02,2.809062E+02,1.371559E+02,2.782054E+02,1.401023E+02,2.758921E+02,1.397492E+02
