# source_model_tree_path=('ltbrTrueMean',), gsim_tree_path=('b1',), investigation_time=50.0, imt="FIV3(1.0)"
lon,lat,depth,poe-0.1,poe-0.1547,poe-0.2394,poe-0.3705,poe-0.5732,poe-0.887,poe-1.3724,poe-2.1236,poe-3.2859,poe-5.0844,poe-7.8672,poe-12.1732,poe-18.8359,poe-29.1452,poe-45.0972,poe-69.7801,poe-107.9726,poe-167.069,poe-258.5103,poe-400.0
-122.48868,37.41007,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999931E-01,9.995543E-01,9.921481E-01,9.409576E-01,7.779827E-01,5.306939E-01,3.054562E-01,1.554911E-01,6.105652E-02,2.175977E-02,3.493882E-03
-122.48868,37.41906,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999940E-01,9.996404E-01,9.928989E-01,9.441732E-01,7.832477E-01,5.325673E-01,3.178461E-01,1.659818E-01,7.411014E-02,3.294509E-02,1.044507E-02
-122.48868,37.42805,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999937E-01,9.995797E-01,9.925273E-01,9.446733E-01,7.893379E-01,5.355958E-01,3.168221E-01,1.722135E-01,8.926198E-02,3.342849E-02,8.463977E-03
-122.48867,37.43705,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999933E-01,9.995708E-01,9.924974E-01,9.418657E-01,7.848672E-01,5.306939E-01,3.171636E-01,1.796301E-01,8.332291E-02,3.535971E-02,1.044507E-02
-122.48867,37.44604,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999942E-01,9.996135E-01,9.928060E-01,9.446733E-01,7.897589E-01,5.431956E-01,3.269933E-01,1.684801E-01,8.835079E-02,3.003957E-02,1.192829E-02
-122.48867,37.45503,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999932E-01,9.995720E-01,9.922146E-01,9.427885E-01,7.820523E-01,5.379120E-01,3.157966E-01,1.680642E-01,8.194686E-02,3.632386E-02,1.538049E-02
-122.48867,37.46403,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999930E-01,9.995467E-01,9.921912E-01,9.416910E-01,7.824878E-01,5.335013E-01,3.222657E-01,1.775767E-01,8.561174E-02,3.824929E-02,1.439538E-02
-122.48867,37.47302,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999937E-01,9.996163E-01,9.931431E-01,9.485683E-01,7.967869E-01,5.562527E-01,3.491656E-01,1.914397E-01,9.606697E-02,4.591260E-02,1.636462E-02
-122.48867,37.48201,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999936E-01,9.996114E-01,9.924748E-01,9.448391E-01,7.893379E-01,5.470620E-01,3.286737E-01,1.898209E-01,1.001255E-01,4.638953E-02,1.390246E-02
-122.48866,37.49100,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999933E-01,9.995716E-01,9.925609E-01,9.414867E-01,7.870079E-01,5.397567E-01,3.276660E-01,1.902259E-01,9.697045E-02,4.591260E-02,1.685631E-02
-122.48866,37.50000,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999937E-01,9.996320E-01,9.932688E-01,9.478431E-01,8.011093E-01,5.597885E-01,3.320220E-01,1.994850E-01,1.064027E-01,4.686621E-02,2.127052E-02
-122.47748,37.00537,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999952E-01,9.995625E-01,9.902696E-01,9.238843E-01,7.130651E-01,4.192878E-01,1.746931E-01,6.573953E-02,2.127052E-02,4.489890E-03,1.998001E-03
-122.47748,37.01437,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999949E-01,9.995492E-01,9.901767E-01,9.199817E-01,6.983536E-01,3.952862E-01,1.709709E-01,6.105652E-02,1.685631E-02,3.992011E-03,4.998750E-04
-122.47747,37.02336,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999955E-01,9.995909E-01,9.910581E-01,9.286744E-01,7.299100E-01,4.256406E-01,1.755180E-01,6.152588E-02,1.685631E-02,1.998001E-03,9.995002E-04
-122.47747,37.03235,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999956E-01,9.996065E-01,9.911249E-01,9.262445E-01,7.313914E-01,4.367321E-01,1.982833E-01,6.760618E-02,1.783897E-02,6.478921E-03,4.998750E-04
-122.47746,37.04135,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999958E-01,9.996157E-01,9.912875E-01,9.279576E-01,7.297749E-01,4.423368E-01,1.990846E-01,6.853811E-02,1.685631E-02,2.496878E-03,4.998750E-04
-122.47746,37.05034,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999955E-01,9.995894E-01,9.912614E-01,9.242260E-01,7.166295E-01,4.178342E-01,1.804501E-01,6.386913E-02,1.734776E-02,4.489890E-03,1.498876E-03
-122.47746,37.05933,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999958E-01,9.996172E-01,9.916793E-01,9.305744E-01,7.339311E-01,4.378576E-01,1.970798E-01,6.713986E-02,1.488806E-02,2.496878E-03,4.998750E-04
-122.47746,37.06833,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999959E-01,9.996434E-01,9.919814E-01,9.302962E-01,7.345954E-01,4.511884E-01,2.034776E-01,7.457297E-02,1.980133E-02,5.982036E-03,1.498876E-03
-122.47746,37.07732,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999955E-01,9.995899E-01,9.908820E-01,9.239603E-01,7.229341E-01,4.327754E-01,1.962765E-01,6.667332E-02,1.439538E-02,4.489890E-03,9.995002E-04
-122.47746,37.08631,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999957E-01,9.996265E-01,9.920334E-01,9.301915E-01,7.308537E-01,4.428941E-01,2.046715E-01,7.318379E-02,1.882064E-02,3.992011E-03,9.995002E-04
-122.47745,37.09531,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999948E-01,9.995564E-01,9.908592E-01,9.227339E-01,7.211273E-01,4.256406E-01,2.018829E-01,7.364709E-02,2.127052E-02,4.987521E-03,9.995002E-04
-122.47745,37.10430,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999960E-01,9.996554E-01,9.918968E-01,9.297011E-01,7.372363E-01,4.420578E-01,1.970798E-01,6.946910E-02,1.980133E-02,6.478921E-03,4.998750E-04
-122.47745,37.11329,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999961E-01,9.996426E-01,9.914941E-01,9.299818E-01,7.344627E-01,4.372951E-01,2.133721E-01,7.642198E-02,2.273752E-02,5.982036E-03,1.498876E-03
-122.47744,37.12228,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999956E-01,9.996431E-01,9.920334E-01,9.328952E-01,7.385468E-01,4.522849E-01,2.153362E-01,8.880650E-02,2.273752E-02,4.987521E-03,9.995002E-04
-122.47744,37.13128,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999951E-01,9.995767E-01,9.910938E-01,9.254287E-01,7.315257E-01,4.316399E-01,2.002851E-01,6.807226E-02,1.685631E-02,5.484903E-03,9.995002E-04
-122.47744,37.14027,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999960E-01,9.996486E-01,9.918195E-01,9.342898E-01,7.470340E-01,4.470568E-01,2.231438E-01,8.606882E-02,2.712532E-02,5.982036E-03,9.995002E-04
-122.47743,37.14927,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999954E-01,9.996246E-01,9.920890E-01,9.332299E-01,7.477917E-01,4.492642E-01,2.172955E-01,7.872804E-02,2.566491E-02,5.982036E-03,9.995002E-04
-122.47743,37.15826,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999964E-01,9.996529E-01,9.926164E-01,9.391595E-01,7.610497E-01,4.776931E-01,2.331776E-01,8.926198E-02,2.615196E-02,5.982036E-03,9.995002E-04
-122.47743,37.16725,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999951E-01,9.996237E-01,9.914857E-01,9.294547E-01,7.382852E-01,4.663419E-01,2.223665E-01,8.698229E-02,2.615196E-02,7.471945E-03,1.498876E-03
